,question,answer,model_output,f1,latency,num_tokens,completion_tokens,prompt_tokens
234,who was the first to suggest an atom existed,the ancient Greek philosophers Leucippus and his pupil Democritus,Democritus,0.2222222222222222,0.37355780601501465,57,18,153
235,what percentage of the us population is east of the mississippi,58.28%,50%,0.0,0.37187981605529785,58,14,162
236,who is gertrude bell queen of the desert,"an English writer, traveller, political officer, administrator, and archaeologist",British archaeologist and diplomat in the early 20th century.,0.25,0.468599796295166,67,37,156
237,what is the name given to the rows in the periodic table,periods,Periods,1.0,0.33498644828796387,58,12,162
238,who is the current director of the national park service,"Mike Reynolds, Acting Director",Deborah Austin,0.0,0.3091566562652588,57,22,156
239,who was the first person who discovered gravitational pull,Aryabhata,Isaac Newton,0.0,0.4245944023132324,56,15,153
240,can't help falling in love who wrote it,Hugo Peretti,Elvis Presley,0.0,0.3679628372192383,57,18,153
241,where is finland located on a map of europe,Northern Europe,"Northern Europe, bordered by Norway, Sweden, and Russia.",0.4,0.4262862205505371,66,12,156
242,who wrote the i had a dream speech,Martin Luther King Jr.,Martin Luther King Jr.,1.0,0.35597896575927734,57,21,150
243,who is the highest paid player in all of sports,Cristiano Ronaldo,Cristiano Ronaldo,1.0,0.29675984382629395,58,18,156
244,who won the battle of charleston in the revolutionary war,the British,British,1.0,0.33051586151123047,56,10,159
245,which of the following are components of the pns,nerves and ganglia outside the brain and spinal cord,"nerves, ganglia, sensory receptors",0.3333333333333333,0.3539121150970459,62,66,156
246,who wrote the song come thou fount of every blessing,18th century pastor and hymnist Robert Robinson,Robert Robinson,0.4444444444444445,0.5450105667114258,57,12,159
247,a series of unfortunate events season 1 episode 2,The Bad Beginning: Part Two,Bad Beginning: Part Two,1.0,0.3703746795654297,60,27,159
248,who is the present speaker in lok sabha,Sumitra Mahajan of the Bharatiya Janata Party,Om Birla,0.0,0.33407139778137207,57,15,153
249,who is said be the father of volleyball,William George Morgan,William G. Morgan,0.6666666666666666,0.35718607902526855,56,18,150
250,who has the most medals in this year's winter olympics,Norway,Johannes Hoesflot Klaebo,0.0,0.37655186653137207,68,16,165
251,when was the internet introduced in the philippines,"on March 29, 1994",1994,0.4,0.38909101486206055,54,12,150
252,who is the heroine of quit india movement,Aruna Asaf Ali,"Many women played significant roles in the Quit India Movement, such as Aruna Asaf Ali and Sucheta Kripalani.",0.3,0.5610702037811279,78,63,150
253,when can a med student be called doctor,Upon successful completion of medical school,After completing medical school and receiving their doctorate degree,0.26666666666666666,0.44068408012390137,62,53,150
254,who played piggy in lord of the flies,Hugh Edwards,Jack Merridew,0.0,0.3452332019805908,57,32,153
255,when did disney's 101 dalmations come out,"January 25, 1961",1961,0.5,0.3171412944793701,58,12,162
256,when did they stop putting cigarettes in rations,1975,1954,0.0,0.34581565856933594,55,13,153
257,when did reese's peanut butter cups first come out,1928,1928,1.0,0.3845975399017334,57,12,159
258,who does christopher walken play in the jungle book,King Louie,King Louie,1.0,0.3382861614227295,58,15,159
259,what is the name of the island of haiti and dominican republic,Hispaniola,Hispaniola,1.0,0.5313167572021484,62,15,171
260,where have the mescalero apache settled in new mexico,Mescalero Apache Reservation,Mescalero Apache reservation in New Mexico,0.6666666666666666,0.3863208293914795,63,26,159
261,where is the new texas rangers stadium being built,Arlington,"Arlington, Texas",0.6666666666666666,0.389599084854126,59,21,156
262,where was mash 4077 supposed to be in korea,"Uijeongbu, South Korea","Uijeongbu, South Korea",1.0,0.3656454086303711,63,16,162
263,theme of the movie akeelah and the bee,overcoming obstacles despite difficult challenges along the way,Overcoming obstacles and self-discovery.,0.36363636363636365,0.4241445064544678,62,30,156
264,who has the most nba championships in nba history,Bill Russell,Bill Russell,1.0,0.34587907791137695,57,12,159
265,when will ios 10 be released for ipad mini,"September 13, 2016","iOS 10 was released on September 13, 2016.",0.5454545454545454,0.48842620849609375,68,27,156
266,when did north america arrive at the location it is in today,mid-Cretaceous period,millions of years ago,0.0,0.3724203109741211,61,33,162
267,who said off with their heads in alice in wonderland,The Queen of Hearts,The Queen of Hearts,1.0,0.37122535705566406,59,17,159
268,who devised the first test for detection of arsenic in 1775,Carl Wilhelm Scheele,Scheele,0.5,0.30986547470092773,61,17,168
269,who plays the bad guy in looney tunes back in action,Steve Martin,Brendan Fraser,0.0,0.3531992435455322,60,17,162
270,when did dr seuss wrote his first book,1936,1937,0.0,0.30971574783325195,55,12,153
271,what is the average age to die in the uk,81.2,81.3 years,0.0,0.40278005599975586,58,17,156
272,when do we use the process of centrifugation,"to separate two miscible substances, but also to analyze the hydrodynamic properties of macromolecules","Separating particles based on size, density, and shape.",0.0,0.6679568290710449,88,82,156
273,who sings the theme song for miami vice,Jan Hammer,Jan Hammer,1.0,0.2796480655670166,55,12,153
274,where is red dog mine located in alaska,68°04′19″N 162°52′34″W﻿ / ﻿68.071989°N 162.876044°W,Alaska,0.0,0.3322923183441162,55,13,153
275,where does the name iron maiden come from,iron maiden torture device,The name Iron Maiden comes from a medieval torture device.,0.6666666666666666,0.41498637199401855,63,29,150
276,where is orange county choppers located in new york,"the town of Newburgh, located in Orange County, New York",Newburgh,0.19999999999999998,0.2767913341522217,56,17,156
277,when did my girl by the temptations come out,"December 21, 1964",1964,0.5,0.4046638011932373,56,12,156
278,when did the first winter olympic games take place,1924,1924,1.0,0.3183474540710449,57,12,159
279,when is the raiders first game in las vegas,2020,"September 21, 2020",0.5,0.45526742935180664,61,27,156
280,who is chief executive of marks and spencer,Stephen Joseph Rowe,Steve Rowe,0.4,0.36837220191955566,55,12,153
281,what race is aaron judge of the new york yankees,African-American,Black/African American,0.0,0.32421302795410156,60,12,162
282,when did the secret service start guarding the president,After the 1901 assassination of President William McKinley,1901,0.25,0.32534146308898926,55,12,153
283,what percent of the english language is greek,5.32%,5%,0.0,0.3475513458251953,55,26,153
284,who played alice in seven brides for seven brothers,Nancy Kilgas,Jane Powell,0.0,0.322282075881958,55,14,153
285,when does the 2018 mn legislative session end,"January 7, 2019","MAY 20, 2018",0.0,0.39891648292541504,62,29,156
286,when did dallas cowboys go to the superbowl,1970,"Varies each year, but the Dallas Cowboys have been to the Super Bowl multiple times.",0.0,0.530245304107666,73,65,159
287,when did the last episode of code black air,"July 18, 2018","April 25, 2018",0.3333333333333333,0.40372610092163086,60,22,153
288,who plays marnie in bring it on again,Bethany Joy Lenz,Bree Turner,0.0,0.2894430160522461,57,17,156
289,when was the last time byu won utah,"November 28, 2009",2021,0.0,0.2766139507293701,56,12,156
290,who flew to close to the sun and his wings melted,Icarus,Icarus,1.0,0.28102540969848633,58,15,159
291,when was amen first used in the bible,Numbers 5:22,circa 3000 BC,0.0,0.44834041595458984,58,9,150
292,who sings don't get around much anymore,Duke Ellington,Duke Ellington,1.0,0.3597128391265869,56,18,150
293,when did the battle of fort sumter happen,"April 12–13, 1861",1861,0.5,0.35324788093566895,55,29,153
294,tallest person in the world guinness world record,Robert Wadlow,Robert Wadlow,1.0,0.30258679389953613,58,30,156
295,at what output is marginal product of labour the highest,at the point of diminishing returns,At the output level where diminishing marginal returns begin,0.4615384615384615,0.374755859375,63,68,156
296,who sing the theme song for good times,Jim Gilstrap,"""Good Times"" theme song was performed by Jim Gilstrap and Blinky Williams.",0.2857142857142857,0.5624492168426514,69,40,150
297,what is area code 01446 in the uk,Barry,"Barry, Wales",0.6666666666666666,0.4069039821624756,58,17,156
298,when is halley's comet coming around again,mid-2061,2061,0.0,0.3172285556793213,55,12,153
299,is tomato a fruit or vegetable us supreme court,vegetable,Fruit,0.0,0.3073859214782715,55,13,153
300,who plays dean and sam dad in supernatural,Jeffrey Dean Morgan,Jeffrey Dean Morgan,1.0,0.394242525100708,56,18,150
301,the first railway line between karachi and kotri was constructed in,April 1858,1886,0.0,0.31551241874694824,59,12,165
302,when does jacob find out he's a werewolf,In the second book of the series (New Moon),Eclipse,0.0,0.33464527130126953,57,28,159
303,who is the creator of star vs the forces of evil,Daron Nefcy,Daron Nefcy,1.0,0.4088752269744873,60,21,159
304,where does it always sunny in philadelphia take place,Philadelphia,"Philadelphia, Pennsylvania",0.6666666666666666,0.4041934013366699,57,15,156
305,who is the longest reigning wwe united states champion,Lex Luger,R-Truth,0.0,0.3558974266052246,57,15,156
306,when did we start the pledge of allegiance,1942,1892,0.0,0.44775962829589844,54,12,150
307,total number of articles in indian constitution at present,448,448,1.0,0.27468347549438477,54,9,153
308,who teaches defense against the dark arts after snape,Amycus Carrow,Lupin,0.0,0.3624141216278076,57,38,156
309,who does the voice for the aflac duck,Gilbert Gottfried,Daniel McKeague,0.0,0.29543185234069824,57,18,153
310,when was the last time celtics won nba championship,2008,2008,1.0,0.3474459648132324,58,12,162
311,when was the national world war ii memorial built,"April 29, 2004",2004,0.5,0.33333301544189453,55,12,153
312,who wrote the book of obadiah in the bible,Obadiah,Obadiah,1.0,0.3567068576812744,58,15,159
313,who plays janine's mom on house of payne,Anne-Marie Johnson,Robin Givens,0.0,0.31949806213378906,59,19,159
314,where was the lowest temperature ever recorded on earth,Soviet Vostok Station in Antarctica,Antarctica,0.33333333333333337,0.47010040283203125,56,15,153
315,who wrote the strange case of dr jekyll and mr hyde,Robert Louis Stevenson,Robert Louis Stevenson,1.0,0.36963677406311035,60,15,165
316,a large collection of servers is called a(n),server farm or server cluster,data center,0.0,0.3293025493621826,56,12,156
317,when did the first rocket launched into space,1944,1957,0.0,0.34711313247680664,54,12,150
318,daniel bedingfield if you're not the one album,Gotta Get Thru This,Unavailable,0.0,0.4218425750732422,57,15,162
319,when did winning colors win the kentucky derby,1988,1988,1.0,0.3359653949737549,56,12,156
320,when was the last time the la kings made the playoffs,2017–18,2021,0.0,0.2832963466644287,57,12,159
321,list three offices included in the executive office of the president,Office of Administration,"White House Chief of Staff, National Security Advisor, Press Secretary",0.15384615384615383,0.4974660873413086,67,43,159
322,how many national parks are there in karnataka,five,5,0.0,0.3147008419036865,55,9,156
323,where was the french connection car chase filmed,"in Bensonhurst, Brooklyn roughly running under the BMT West End Line (currently the D train, then the B train) which runs on an elevated track above Stillwell Avenue, 86th Street and New Utrecht Avenue in Brooklyn, with the chase ending just north of the 62nd Street station.",New York City,0.04545454545454545,0.476574182510376,67,15,150
324,how many sports are there in the 2018 commonwealth games,19 Commonwealth sports,18,0.0,0.32207322120666504,58,9,165
325,queer eye for the straight guy catch phrase,American reality television series,Can't fix ugly!,0.0,0.3541593551635742,58,36,153
326,who won britain's got talent 2012 winner,Ashleigh and Pudsey,Ashleigh and Pudsey,1.0,0.3720071315765381,61,24,159
327,what three offices made up virginia's representative government,lieutenant governor and attorney general,"General Assembly, Governor, Council of State",0.3636363636363636,0.3535165786743164,62,32,156
328,who plays the evil queen on once upon a time,Lana Maria Parrilla,Lana Parrilla,0.8,0.37386584281921387,58,18,156
329,what children's book was set in camp green lake texas,Holes,Holes,1.0,0.2610492706298828,57,12,159
330,who sings the song hey ho let's go,Ramones,The Ramones,1.0,0.27106523513793945,56,15,153
331,when was harry potter first published in the us,1 September 1998,1998,0.5,0.3256103992462158,57,12,159
332,when was oman given the official name sultanate of oman,9 August 1970,1970,0.5,0.28113722801208496,60,12,168
333,who sang backing vocals on you're so vain,Mick Jagger,Mick Jagger and Carly Simon,0.5714285714285715,0.3780186176300049,60,21,153
334,what episode did jim die on ghost whisperer,"""Imaginary Friends and Enemies""",The character Jim did not die during the series Ghost Whisperer.,0.0,0.520071268081665,66,32,153
335,who plays becky on the us cellular commercial,Darien Sills-Evans,Rachel Noll,0.0,0.3694798946380615,56,14,153
336,where does battle of the gods fit in,during the time skip in chapter 517 of the original manga,Dragon Ball Z: Battle of Gods,0.13333333333333333,0.5545969009399414,69,89,150
337,what is an example of a natural climate record/proxy,ice cores,ice cores,1.0,0.33613061904907227,57,12,159
338,where does the book of daniel take place,Babylon,Babylon (and later Persia),0.4,0.3895273208618164,62,18,153
339,who plays victoria in young and the restless,Amelia Heinle Luckinbill,Amelia Heinle,0.8,0.29119443893432617,57,18,153
340,who won the cfp national championship last year,Alabama,Alabama,1.0,0.33576107025146484,54,9,153
341,where was last song filmed on tybee island,on the island's beach and pier,"Tybee Island, Georgia",0.0,0.38410520553588867,58,19,153
342,who led the brewers in home runs in 1982,Gorman Thomas,Robin Yount,0.0,0.34357523918151855,58,15,159
343,who won season 3 rupaul's drag race all stars,Trixie Mattel,Trixi Mattel,0.5,0.3227245807647705,61,18,165
344,how far is the horsehead nebula from earth,approximately 1500 light years,"1,500 light years",0.8571428571428571,0.36996030807495117,59,21,156
345,who was the song i'll be missing you about,"Christopher ""The Notorious B.I.G."" Wallace","The song ""I'll Be Missing You"" by Puff Daddy (featuring Faith Evans and 112) was about the rapper Notorious B.I.G., who was murdered in 1997.",0.14814814814814817,0.7634034156799316,94,105,156
346,who played sunshine in the movie harlem nights,Rochon,Richard Pryor,0.0,0.3197298049926758,56,17,153
347,where do the chicago white sox play spring training,Camelback Ranch–Glendale,Arizona,0.0,0.3151273727416992,55,9,156
348,where does the last name haugen come from,the old Norse word haugr,Norway,0.0,0.2759408950805664,55,29,153
349,when was the last time north korea fired a missile,September 15,2022,0.0,0.344714879989624,57,14,159
350,who played professor wilder on dawson's creek,"Kenneth Joseph ""Ken"" Marino",Mark Matkevich,0.0,0.4448251724243164,60,18,159
351,who sang can't get enough of your love baby,Barry White,Barry White,1.0,0.3249342441558838,57,15,156
352,who is nana saheb in bajirao mastani movie,Ayush Tandon,Character in the movie,0.0,0.33664870262145996,62,29,168
353,what is the color of hyperlink in html,blue,blue,1.0,0.3259003162384033,53,9,150
354,what is the control unit function in the cpu,"tells the computer's memory, arithmetic/logic unit and input and output devices how to respond to the instructions that have been sent to the processor",Control unit manages and coordinates the operations of the CPU.,0.13793103448275862,0.4807431697845459,64,38,153
355,who is the managing director of hdfc bank,Aditya Puri,Unknown,0.0,0.30361294746398926,54,15,153
356,how old do you have to be to run for the president of the united states,thirty-five Years,35 years old,0.4,0.3119039535522461,63,13,174
357,when did israel adopt the star of david,"October 28, 1948",Late 19th century,0.0,0.36605024337768555,58,21,153
358,the idea that the moons development began when a large object collided with earth is called the,"The giant-impact hypothesis, sometimes called the Big Splash, or the Theia Impact",giant impact hypothesis,0.3333333333333333,0.37969255447387695,65,20,177
359,where are the ascii characters found in the utf-8 code points,The first 128 characters,They are found in the range of U+0000 to U+007F in UTF-8 code points.,0.0,0.6009304523468018,80,59,165
360,is an encoding for english alphanumeric characters as 7-bit numbers,ASCII,ASCII,1.0,0.3427891731262207,57,8,162
361,who played lucky on king of the hill,Tom Petty,Tom Petty,1.0,0.381941556930542,54,12,150
362,when did they start the draft for the vietnam war,"December 1, 1969","December 1, 1969",1.0,0.692131757736206,62,12,159
363,who plays the mother in a monster calls,Felicity Jones,Felicity Jones,1.0,0.30986714363098145,56,17,150
364,when does the 16 days of activism campaign start,25 November,November 25th,0.5,0.36556577682495117,58,16,156
365,when did bud lose his leg in jag,2002,"Season 7, Episode 17",0.0,0.4258391857147217,59,23,150
366,who does mary camden marry in 7th heaven,Carlos Rivera,Matt Camden,0.0,0.30834150314331055,57,12,159
367,who wrote the music for dances with wolves,John Barry Prendergast,John Barry,0.8,0.35165929794311523,54,12,150
368,who did the donkey talk to in the bible,Balaam,Balaam,1.0,0.4376184940338135,57,15,156
369,what movie has the song here comes the sun,Sgt. Pepper's Lonely Hearts Club Band,Forrest Gump,0.0,0.40967345237731934,57,20,153
370,when did the song colt 45 come out,"September 6, 2001",1990,0.0,0.37210988998413086,56,12,156
371,what is the main train station in milan,Milan Central,Milano Centrale,0.0,0.4255692958831787,56,18,150
372,who handles the money in the us government,Department of the Treasury,Department of the Treasury,1.0,0.3538510799407959,56,16,150
373,when did the center of the roman empire moved from rome to constantinople,11 May 330 AD,AD 330,0.6666666666666666,0.3546164035797119,63,23,174
374,what is the day of the dead festival in mexico,"a Mexican holiday celebrated throughout Mexico, in particular the Central and South regions, and by people of Mexican ancestry living in other places, especially the United States",Mexican holiday celebrating ancestors,0.14285714285714285,0.37865591049194336,59,44,156
375,will a xbox 360 game work in a xbox one,"The Xbox One gaming console has received updates from Microsoft since its launch in 2013 that enable it to play select games from its two predecessor consoles, Xbox and Xbox 360.",No,0.0,0.35996174812316895,56,9,159
376,where did they film the first twilight movie,"primarily in Portland, Oregon",Washington,0.0,0.34630465507507324,53,15,150
377,the evil queen's name in snow white,Queen Grimhilde,Grimhilde,0.6666666666666666,0.3043694496154785,56,17,150
378,who was the ruler of india when east india company was set up,Queen Elizabeth I,Akbar,0.0,0.2525451183319092,59,14,165
379,who is considered to be the first pope,St Peter,Saint Peter,0.5,0.3670196533203125,54,12,150
380,where does the red river begin and end,"Harmon County, Oklahoma",Texas Panhandle - Louisiana,0.0,0.5192346572875977,71,58,150
381,when did sachin tendulkar win the world cup,2011,2011,1.0,0.2823610305786133,57,11,159
382,when did beverly hills cop 2 come out,1987,1987,1.0,0.34696507453918457,57,12,159
383,which leader halted the muslim invasion of western europe at the battle of tours,Charles Martel,Charles Martel,1.0,0.3528175354003906,61,15,168
384,what is the largest state in america by size,Alaska,Alaska,1.0,0.4679872989654541,55,12,153
385,actor who plays jack in will and grace,Sean Patrick Hayes,Sean Hayes,0.8,0.3033733367919922,54,12,150
386,who was the first person to die in romeo and juliet,Mercutio,Mercutio,1.0,0.37679409980773926,61,15,168
387,who does chris griffin's voice on family guy,Seth Green,Seth Green,1.0,0.38542914390563965,58,15,159
388,how many republicans are in the senate in 2018,51,51,1.0,0.416609525680542,57,9,162
389,who did cleveland play in the finals last year,Golden State Warriors,Lakers,0.0,0.41800665855407715,56,14,156
390,what is the joint commission and what do they do,"a United States-based nonprofit tax-exempt 501(c) organization[1] that accredits more than 21,000 US health care organizations and programs",Accredits healthcare organizations to ensure patient safety and quality care.,0.29629629629629634,0.434375524520874,66,21,156
391,how many athletes does great britain have in the 2018 olympics,58,59,0.0,0.27257728576660156,61,16,174
392,who got the highest paid contract in the nba,Stephen Curry,Stephen Curry,1.0,0.27800822257995605,56,14,156
393,the south african institute of tax practitioners was constituted as,a Not for Profit professional body,A professional body for tax practitioners in South Africa.,0.4615384615384615,0.4450798034667969,64,29,156
394,which president was the president of columbia university,Dwight D. Eisenhower,Dwight D. Eisenhower,1.0,0.31550002098083496,59,21,153
395,who played spur in man from snowy river,Kirk Douglas,Kirk Douglas,1.0,0.3693108558654785,55,15,150
396,where is xanthophyll found in a plant's cell,leaves,chloroplasts,0.0,0.3504507541656494,59,17,162
397,who pioneered the little black dress or lbd back in 1926,Coco Chanel,Coco Chanel,1.0,0.3403196334838867,61,15,168
398,who were the first to start a company to trade with india,the Portuguese Estado da Índia,Portuguese,0.4,0.31720399856567383,59,15,162
399,pay scale of section officer in central secretariat,Junior Time Scale,Varies based on level and years of service,0.0,0.3992619514465332,62,30,153
400,who is the actor that plays jax in sons of anarchy,Charles Matthew Hunnam,Charlie Hunnam,0.4,0.34562253952026367,60,15,165
401,who is the yankees all-time leader in pitching wins,Roger Clemens,Whitey Ford,0.0,0.3552699089050293,58,15,159
402,where did the 2010 world cup take place,South Africa,South Africa,1.0,0.3310997486114502,56,12,156
403,who plays the character dog in game of thrones,Rory McCann,Ramsay Bolton,0.0,0.34193849563598633,58,18,156
404,the president of the united states is a member of what branch of government,the executive branch of the federal government,executive,0.33333333333333337,0.3096883296966553,60,12,168
405,who sings the song ain't no stopping us now,McFadden & Whitehead,McFadden & Whitehead,1.0,0.3624868392944336,60,24,156
406,who drove the number 33 car in nascar,"Harold Phil Gant[1] (born January 10, 1940), better known as ""Handsome Harry""",Harry Gant,0.14285714285714285,0.37772417068481445,57,16,156
407,what kind of boat is used in the everglades,Airboats,Airboat,0.0,0.36699867248535156,57,12,159
408,why is rifling present in the bore of the barrel,for the purpose of exerting torque and thus imparting a spin to a projectile around its longitudinal axis during shooting,To impart spin on the bullet for increased accuracy.,0.24,0.40875887870788574,65,31,159
409,where do the amino acids come from in protein synthesis,tRNA molecules,tRNA,0.6666666666666666,0.2676811218261719,56,12,156
410,who replaced ringo starr on thomas the tank engine,Michael Angelis,George Carlin,0.0,0.2876753807067871,59,15,162
411,who was the first president born a citizen of the united states,Martin Van Buren,Martin Van Buren,1.0,0.3508932590484619,60,18,162
412,who sings the song reunited and it feels so good,Peaches & Herb,Peaches & Herb,1.0,0.5316064357757568,59,21,156
413,where do the st louis cardinals do spring training,Roger Dean Stadium,"Jupiter, Florida",0.0,0.35386133193969727,58,16,156
414,when was the last time the mavericks made the playoffs,2015–16,2021,0.0,0.46189451217651367,58,12,162
415,when did the age of majority change from 21 to 18 in the uk,1970,1969,0.0,0.3350410461425781,62,12,174
416,who plays taylor on bold and the beautiful,Hunter Tylo,Hunter Tylo,1.0,0.31378746032714844,56,15,153
417,who played phil in phil of the future,Raviv Ullman,Ricky Ullman,0.5,0.40991973876953125,57,23,150
418,what is the clean up hitter in baseball,fourth player in the batting order,Power hitter in the fourth spot of the batting order.,0.6153846153846154,0.46028947830200195,63,53,150
419,what is the song anything you can do from,Annie Get Your Gun,Annie Get Your Gun,1.0,0.3583507537841797,58,21,153
420,what is the most popular car in russia,the classic Lada Riva,Lada Granta,0.4,0.37012767791748047,57,12,153
421,what was mrs howell's first name on gilligan's island,Lovey,Lovey,1.0,0.2838611602783203,61,13,171
422,who plays ruby on anne with an e,Kyla Matthews,Dalila Bela,0.0,0.3711090087890625,56,16,150
423,how many points did robert parish score in his career,"23,334",23334,1.0,0.3478209972381592,56,15,156
424,where is folic acid absorbed in the body,intestine,Small intestine,0.6666666666666666,0.2686176300048828,55,12,153
425,why did they kill off fran on mama's family,"Rue McClanahan (Aunt Fran) and Betty White (Ellen Jackson) had both gone on to star in the NBC sitcom The Golden Girls, rendering them unavailable to return",Creative decision,0.0,0.3792126178741455,56,18,156
426,what is the website for the united states postal service,www.usps.com,USPS.gov,0.0,0.3528718948364258,57,15,156
427,who owns the rio casino in las vegas,Caesars Entertainment Corporation,Caesars Entertainment,0.8,0.33928990364074707,56,19,150
428,who has scored the most goals in the world cup final,Geoff Hurst,Pelé,0.0,0.3368966579437256,57,14,159
429,what was the name of the last planet of the apes movie,War for the Planet of the Apes,War for the Planet of the Apes,1.0,0.46162867546081543,65,30,165
430,the condemnation of private property for public use is allowed under the state's right of,Eminent domain,Eminent domain,1.0,0.37528324127197266,63,15,174
431,how long did it take pioneers on the oregon trail,about 160 days in 1849 to 140 days 10 years later,6 months,0.0,0.29193925857543945,57,14,159
432,what is a levite according to the bible,a Jewish male whose descent is traced by tradition to Levi,Levite is a member of the tribe of Levi.,0.23529411764705882,0.4575614929199219,65,57,153
433,how much is a table spoon in ounces,0.50 US fl oz,0.5 ounces,0.0,0.29603147506713867,56,18,150
434,what is the wimbledon runner up prize money,"£1,125,000","£1,125,000",1.0,0.3636600971221924,59,23,153
435,who stars in the man in the high castle,Alexa Davalos,Various actors.,0.0,0.277925968170166,56,53,153
436,when was the lion the witch and the wardrobe first published,16 October 1950,1950,0.5,0.26994895935058594,57,12,159
437,this refers to an old ritual of formalizing an engagement to marry,Betrothal (also called espousal),betrothal,0.4,0.28745532035827637,60,15,165
438,how many years is the term for a member of the house of representatives,two-year terms,2 years,0.0,0.34424567222595215,60,12,168
439,where did piss up a rope come from,a song by the band Ween in 1996 from the album 12 Golden Country Greats,origin unknown,0.0,0.33042216300964355,54,9,150
440,what is the moon festival called in chinese,Mid-Autumn Festival,Mid-Autumn Festival,1.0,0.401355504989624,57,21,150
441,spain and portugal divide the world between them in,The Treaty of Tordesillas,1494,0.0,0.4374542236328125,57,12,159
442,who plays the clown in american horror story season 4,John Carroll Lynch,Finn Wittrock,0.0,0.32656264305114746,59,15,159
443,when was dragon ball z first aired in the us,"September 13, 1996",1996,0.5,0.40119433403015137,56,12,156
444,who played the kangaroo in horton hears a who,Carol Burnett,Carol Burnett,1.0,0.31070423126220703,57,15,159
445,who sang the theme song to quantum of solace,Jack White,Alica Keys and Jack White,0.5714285714285715,0.32485175132751465,60,21,156
446,where is cape verde located on the african map,570 kilometres (350 mi) west of the Cape Verde Peninsula in West Africa,Off the coast of Senegal in West Africa,0.4210526315789474,0.38839006423950195,62,25,153
447,who was the song hey jude written for,"John Lennon's son, Julian","John Lennon's son, Julian, during John's divorce from his first wife.",0.5333333333333333,0.5304102897644043,69,25,153
448,who said this quote ask not what your country can do for you,John F. Kennedy,John F. Kennedy,1.0,0.3299868106842041,61,18,165
449,where did helium come from the early universe,Primordial nucleosynthesis,Big Bang nucleosynthesis,0.4,0.40674352645874023,57,20,150
450,what is meant by cyst in the ovary,a fluid-filled sac within the ovary,fluid-filled sac within the ovary,1.0,0.3067331314086914,60,27,153
451,who plays the little girl in field of dreams,Gabrielle Mary Hoffmann,Gaby Hoffmann,0.4,0.351959228515625,57,17,153
452,who produced as long as you love me,"Rodney ""Darkchild"" Jerkins",Darkchild,0.5,0.33150482177734375,54,14,150
453,what does the speed of a lens mean,"maximum aperture diameter, or minimum f-number, of a photographic lens. A lens with a larger maximum aperture (that is, a smaller minimum f-number)","The speed of a lens refers to its maximum aperture opening, which determines how much light it can gather.",0.2222222222222222,0.5528674125671387,73,65,150
454,when is season 3 of star vs the forces of evil come out,"July 15, 2017",UNKNOWN,0.0,0.33746767044067383,59,10,168
455,most points ever averaged in a nba season,"1,389",50.4,0.0,0.3264021873474121,56,49,153
456,where was the titanic going when it sunk,New York City,New York City,1.0,0.34221959114074707,56,14,153
457,who sings it all started with a beer,Frankie Ballard,Jake Owen,0.0,0.34314846992492676,54,13,150
458,who was the first sri lankan politician who held the office of the prime minister for four times,Ranil Wickramasinghe,Ratnasiri Wickremanayake,0.0,0.3679497241973877,73,30,186
459,how many games did the cowboys win last year,9,9,1.0,0.3221547603607178,55,9,156
460,where is the aqueous humor located in a cow eye,ciliary epithelium,In the anterior chamber of the eye,0.0,0.3524923324584961,62,30,159
461,which branch of government commands the army and navy,executive branch,Executive Branch,1.0,0.2857694625854492,55,12,153
462,who played lincoln in steven spielberg's lincoln,Daniel Day-Lewis,Daniel Day-Lewis,1.0,0.3214282989501953,60,18,162
463,who plays daniel in descendants of the sun,Cho Tae-gwan,Song Joong-ki,0.0,0.8798830509185791,58,18,153
464,who plays leonard snart in legends of tomorrow,Wentworth Earl Miller III,Wentworth Miller,0.6666666666666666,0.5119850635528564,59,18,159
465,what was the composition of the estate general of france,clergy,Three estates,0.0,0.9839291572570801,83,72,156
466,who won season one of rupaul's drag race,BeBe Zahara Benet,BeBe Zahara Benet,1.0,0.33949708938598633,61,24,159
467,who plays 15 cent in the proud family movie,Omarion,Marcus T. Paulk,0.0,0.3569176197052002,59,18,156
468,who won the gold metal for men's ice hockey in 2014,Canada,Canada,1.0,0.24340581893920898,59,9,168
469,what is the name of the pig in charlotte's web,Wilbur,Wilbur,1.0,0.3235635757446289,58,12,162
470,who sang i want to change the world,Alvin Lee,Jet,0.0,0.3042581081390381,53,40,150
471,who has won the race to liquefy helium,Heike Kamerlingh Onnes,Northwestern University,0.0,0.4240596294403076,56,14,153
472,who voices captain dog in puppy dog pals,Patrick Warburton,Hugh Bonneville,0.0,0.2965586185455322,56,17,150
473,who is known as the father of the internet,Vinton Gray Cerf,Vint Cerf,0.4,0.35021162033081055,57,18,153
474,when was the first speed camera introduced in the uk,1991,1992,0.0,0.35154008865356445,56,12,156
475,when is the new year day celebrated according to the indian national calendar,March 22/21,March 22nd,0.5,0.3655390739440918,61,22,165
476,willy wonka and the chocolate factory 1971 cast charlie,Peter Ostrum,Peter Ostrum,1.0,0.36468029022216797,62,18,168
477,who sings the most wonderful time of the year,Andy Williams,Andy Williams,1.0,0.3033733367919922,55,12,153
478,in the kansas city style of jazz arrangements were based on,memory,Blues and improvisation.,0.0,0.37217235565185547,62,20,162
479,when did they start putting vin numbers on cars,1954,1954,1.0,0.2962195873260498,55,12,153
