,question,answer,model_output,f1,latency,num_tokens,completion_tokens,prompt_tokens
237,who is gertrude bell queen of the desert,"an English writer, traveller, political officer, administrator, and archaeologist",Explorer and archaeologist in the Middle East,0.28571428571428575,0.39930033683776855,63,5,53
238,what is the name given to the rows in the periodic table,periods,periods,1.0,0.26404333114624023,59,4,55
239,who is the current director of the national park service,"Mike Reynolds, Acting Director",Charles Sams III,0.0,0.26936888694763184,59,15,53
240,who was the first person who discovered gravitational pull,Aryabhata,Isaac Newton,0.0,0.707434892654419,80,5,52
241,can't help falling in love who wrote it,Hugo Peretti,Elvis Presley,0.0,0.35512256622314453,58,6,52
242,where is finland located on a map of europe,Northern Europe,Northern Europe,1.0,0.36903953552246094,57,4,53
243,who wrote the i had a dream speech,Martin Luther King Jr.,Martin Luther King Jr.,1.0,0.3567533493041992,58,7,51
244,who is the highest paid player in all of sports,Cristiano Ronaldo,Cristiano Ronaldo,1.0,0.33495306968688965,59,6,53
245,who won the battle of charleston in the revolutionary war,the British,British,1.0,0.3256416320800781,57,3,54
246,which of the following are components of the pns,nerves and ganglia outside the brain and spinal cord,Nerves,0.2222222222222222,0.3615760803222656,57,10,53
247,who wrote the song come thou fount of every blessing,18th century pastor and hymnist Robert Robinson,Robert Robinson,0.4444444444444445,0.3689761161804199,58,4,54
248,a series of unfortunate events season 1 episode 2,The Bad Beginning: Part Two,The Bad Beginning: Part Two,1.0,0.43720221519470215,62,8,54
249,who is the present speaker in lok sabha,Sumitra Mahajan of the Bharatiya Janata Party,Om Birla,0.0,0.3677845001220703,58,14,52
250,who is said be the father of volleyball,William George Morgan,William G. Morgan,0.6666666666666666,0.3855879306793213,57,6,51
251,who has the most medals in this year's winter olympics,Norway,Anastasiia Zolotic,0.0,0.41776394844055176,65,4,56
252,when was the internet introduced in the philippines,"on March 29, 1994",1994,0.4,0.3550910949707031,55,4,51
253,who is the heroine of quit india movement,Aruna Asaf Ali,Aruna Asaf Ali,1.0,0.397092342376709,59,8,51
254,when can a med student be called doctor,Upon successful completion of medical school,Upon completion of medical school and earning their MD or DO degree.,0.5555555555555556,0.4699084758758545,66,12,51
255,who played piggy in lord of the flies,Hugh Edwards,Hugh Edwards,1.0,0.34918832778930664,56,4,52
256,when did disney's 101 dalmations come out,"January 25, 1961",1961,0.5,0.34715867042541504,59,4,55
257,when did they stop putting cigarettes in rations,1975,1949,0.0,0.30390119552612305,56,5,52
258,when did reese's peanut butter cups first come out,1928,1928,1.0,0.41794300079345703,58,4,54
259,who does christopher walken play in the jungle book,King Louie,King Louie,1.0,0.28977012634277344,59,5,54
260,what is the name of the island of haiti and dominican republic,Hispaniola,Hispaniola,1.0,0.4339141845703125,63,5,58
261,where have the mescalero apache settled in new mexico,Mescalero Apache Reservation,Mescalero Apache reservations in New Mexico,0.4444444444444444,0.475386381149292,64,7,54
262,where is the new texas rangers stadium being built,Arlington,"Arlington, Texas",0.6666666666666666,0.336195707321167,60,7,53
263,where was mash 4077 supposed to be in korea,"Uijeongbu, South Korea",Uijeongbu,0.5,0.352372407913208,61,4,55
264,theme of the movie akeelah and the bee,overcoming obstacles despite difficult challenges along the way,Overcoming adversity and the power of community support.,0.14285714285714285,0.5352697372436523,65,5,53
265,who has the most nba championships in nba history,Bill Russell,Bill Russell,1.0,0.3691565990447998,58,4,54
266,when will ios 10 be released for ipad mini,"September 13, 2016","September 13, 2016",1.0,0.3695104122161865,62,9,53
267,when did north america arrive at the location it is in today,mid-Cretaceous period,Millions of years ago.,0.0,0.4084181785583496,63,7,55
268,who said off with their heads in alice in wonderland,The Queen of Hearts,Queen of Hearts,1.0,0.2900521755218506,59,5,54
269,who devised the first test for detection of arsenic in 1775,Carl Wilhelm Scheele,Scheele,0.5,0.3611431121826172,62,6,57
270,who plays the bad guy in looney tunes back in action,Steve Martin,Brendan Fraser,0.0,0.4008815288543701,61,6,55
271,when did dr seuss wrote his first book,1936,1937,0.0,0.33475661277770996,56,4,52
272,what is the average age to die in the uk,81.2,81 years,0.0,0.3600175380706787,57,6,53
273,when do we use the process of centrifugation,"to separate two miscible substances, but also to analyze the hydrodynamic properties of macromolecules",SEPARATION,0.0,0.5522994995117188,76,49,53
274,who sings the theme song for miami vice,Jan Hammer,Jan Hammer,1.0,0.35931825637817383,56,4,52
275,where is red dog mine located in alaska,68°04′19″N 162°52′34″W﻿ / ﻿68.071989°N 162.876044°W,Alaska,0.0,0.35926055908203125,56,4,52
276,where does the name iron maiden come from,iron maiden torture device,Medieval torture device,0.5714285714285715,0.5100526809692383,68,6,51
277,where is orange county choppers located in new york,"the town of Newburgh, located in Orange County, New York",Newburgh,0.19999999999999998,0.3872218132019043,57,4,53
278,when did my girl by the temptations come out,"December 21, 1964",1964,0.5,0.2874283790588379,57,4,53
279,when did the first winter olympic games take place,1924,1924,1.0,0.3545722961425781,58,4,54
280,when is the raiders first game in las vegas,2020,"September 21, 2020",0.5,0.4210648536682129,62,9,53
281,who is chief executive of marks and spencer,Stephen Joseph Rowe,Steve Rowe,0.4,0.3530259132385254,56,4,52
282,what race is aaron judge of the new york yankees,African-American,Black,0.0,0.3314521312713623,58,5,55
283,when did the secret service start guarding the president,After the 1901 assassination of President William McKinley,1901,0.25,0.3390779495239258,56,4,52
284,what percent of the english language is greek,5.32%,Many sources estimate around 60% of English words have Greek origins.,0.0,0.4723348617553711,68,4,52
285,who played alice in seven brides for seven brothers,Nancy Kilgas,Jane Powell,0.0,0.38316845893859863,56,4,52
286,when does the 2018 mn legislative session end,"January 7, 2019","MAY 21, 2018",0.0,0.3337821960449219,63,9,53
287,when did dallas cowboys go to the superbowl,1970,1971,0.0,0.28640031814575195,58,26,54
288,when did the last episode of code black air,"July 18, 2018","July 18, 2018",1.0,0.4107503890991211,61,9,52
289,who plays marnie in bring it on again,Bethany Joy Lenz,Anne Judson-Yager,0.0,0.3634028434753418,60,5,53
290,when was the last time byu won utah,"November 28, 2009",2021,0.0,0.3652341365814209,57,4,53
291,who flew to close to the sun and his wings melted,Icarus,Icarus,1.0,0.41672182083129883,59,5,54
292,when was amen first used in the bible,Numbers 5:22,Unknown,0.0,0.3587970733642578,54,3,51
293,who sings don't get around much anymore,Duke Ellington,Duke Ellington,1.0,0.35326719284057617,57,6,51
294,when did the battle of fort sumter happen,"April 12–13, 1861","April 12-13, 1861",0.6666666666666666,0.4408996105194092,63,9,52
295,tallest person in the world guinness world record,Robert Wadlow,Robert Wadlow,1.0,0.3556673526763916,59,6,53
296,at what output is marginal product of labour the highest,at the point of diminishing returns,Peak,0.0,0.3421504497528076,56,3,53
297,who sing the theme song for good times,Jim Gilstrap,Dave Grusin and Alan Bergman,0.0,0.3888108730316162,61,14,51
298,what is area code 01446 in the uk,Barry,01446,0.0,0.4530782699584961,70,4,53
299,when is halley's comet coming around again,mid-2061,2061,0.0,0.29860901832580566,56,4,52
300,is tomato a fruit or vegetable us supreme court,vegetable,Fruit,0.0,0.33620500564575195,56,4,52
301,who plays dean and sam dad in supernatural,Jeffrey Dean Morgan,Jeffrey Dean Morgan,1.0,0.2978096008300781,57,6,51
302,the first railway line between karachi and kotri was constructed in,April 1858,1861,0.0,0.3060023784637451,60,4,56
303,when does jacob find out he's a werewolf,In the second book of the series (New Moon),"In the movie ""Twilight,"" Jacob finds out he's a werewolf in ""New Moon.""",0.33333333333333326,0.5507774353027344,74,4,54
304,who is the creator of star vs the forces of evil,Daron Nefcy,Daron Nefcy,1.0,0.3524587154388428,61,7,54
305,where does it always sunny in philadelphia take place,Philadelphia,"Philadelphia, Pennsylvania",0.6666666666666666,0.36800527572631836,58,3,53
306,who is the longest reigning wwe united states champion,Lex Luger,Finn Balor,0.0,0.3006477355957031,59,5,53
307,when did we start the pledge of allegiance,1942,1892,0.0,0.33916139602661133,55,4,51
308,total number of articles in indian constitution at present,448,470,0.0,0.30530548095703125,55,3,52
309,who teaches defense against the dark arts after snape,Amycus Carrow,Lupin,0.0,0.3114476203918457,58,6,53
310,who does the voice for the aflac duck,Gilbert Gottfried,Daniel McKeague,0.0,0.3802988529205322,58,6,52
311,when was the last time celtics won nba championship,2008,2008,1.0,0.30572938919067383,59,4,55
312,when was the national world war ii memorial built,"April 29, 2004",2004,0.5,0.3737781047821045,56,4,52
313,who wrote the book of obadiah in the bible,Obadiah,Obadiah,1.0,0.340057373046875,59,5,54
314,who plays janine's mom on house of payne,Anne-Marie Johnson,Robin Givens,0.0,0.323742151260376,60,7,54
315,where was the lowest temperature ever recorded on earth,Soviet Vostok Station in Antarctica,Antarctica,0.33333333333333337,0.3575930595397949,57,5,52
316,who wrote the strange case of dr jekyll and mr hyde,Robert Louis Stevenson,Robert Louis Stevenson,1.0,0.3596818447113037,61,5,56
317,a large collection of servers is called a(n),server farm or server cluster,data center,0.0,0.2901427745819092,57,4,53
318,when did the first rocket launched into space,1944,1957,0.0,0.2881321907043457,55,4,51
319,daniel bedingfield if you're not the one album,Gotta Get Thru This,"Not sure, sorry",0.0,0.38735342025756836,61,23,55
320,when did winning colors win the kentucky derby,1988,1988,1.0,0.3315613269805908,57,4,53
321,when was the last time the la kings made the playoffs,2017–18,2020,0.0,0.3886229991912842,58,4,54
322,list three offices included in the executive office of the president,Office of Administration,"Chief of Staff, Press Secretary, National Security Advisor",0.18181818181818182,0.4478299617767334,66,12,54
323,how many national parks are there in karnataka,five,Five,1.0,0.312530517578125,56,3,53
324,where was the french connection car chase filmed,"in Bensonhurst, Brooklyn roughly running under the BMT West End Line (currently the D train, then the B train) which runs on an elevated track above Stillwell Avenue, 86th Street and New Utrecht Avenue in Brooklyn, with the chase ending just north of the 62nd Street station.",NYC,0.0,0.3397557735443115,55,5,51
325,how many sports are there in the 2018 commonwealth games,19 Commonwealth sports,18,0.0,0.3407936096191406,59,4,56
326,queer eye for the straight guy catch phrase,American reality television series,Make better choices!,0.0,0.36997556686401367,58,10,52
327,who won britain's got talent 2012 winner,Ashleigh and Pudsey,Ashleigh and Pudsey,1.0,0.3972642421722412,62,8,54
328,what three offices made up virginia's representative government,lieutenant governor and attorney general,"Governor, House of Burgesses, Council",0.20000000000000004,0.4330141544342041,64,11,53
329,who plays the evil queen on once upon a time,Lana Maria Parrilla,Lana Parrilla,0.8,0.45375990867614746,59,6,53
330,what children's book was set in camp green lake texas,Holes,"""Holes"" by Louis Sachar",0.4,0.44085001945495605,64,4,54
331,who sings the song hey ho let's go,Ramones,Ramones,1.0,0.30106306076049805,56,5,52
332,when was harry potter first published in the us,1 September 1998,1998,0.5,0.3235650062561035,58,4,54
333,when was oman given the official name sultanate of oman,9 August 1970,1970,0.5,0.25060534477233887,61,4,57
334,who sang backing vocals on you're so vain,Mick Jagger,Mick Jagger,1.0,0.3621530532836914,58,6,52
335,what episode did jim die on ghost whisperer,"""Imaginary Friends and Enemies""",The character Jim Clancy did not die on the show Ghost Whisperer.,0.0,0.480391263961792,69,19,52
336,who plays becky on the us cellular commercial,Darien Sills-Evans,Danielle Pinnock,0.0,0.3152329921722412,59,6,52
337,where does battle of the gods fit in,during the time skip in chapter 517 of the original manga,BETWEEN DRAGON BALL Z AND DRAGON BALL SUPER,0.0,0.6571886539459229,87,24,51
338,what is an example of a natural climate record/proxy,ice cores,Tree rings,0.0,0.39992594718933105,58,4,54
339,where does the book of daniel take place,Babylon,Babylon,1.0,0.3859410285949707,57,5,52
340,who plays victoria in young and the restless,Amelia Heinle Luckinbill,Amelia Heinle,0.8,0.40334391593933105,58,6,52
341,who won the cfp national championship last year,Alabama,Alabama,1.0,0.3353538513183594,55,3,52
342,where was last song filmed on tybee island,on the island's beach and pier,"Tybee Island, Georgia",0.0,0.4269070625305176,59,7,52
343,who led the brewers in home runs in 1982,Gorman Thomas,Ted Simmons,0.0,0.35412025451660156,58,5,54
344,who won season 3 rupaul's drag race all stars,Trixie Mattel,Trixie Mattel,1.0,0.36676526069641113,63,7,56
345,how far is the horsehead nebula from earth,approximately 1500 light years,"1,500 light years",0.8571428571428571,0.35926127433776855,60,7,53
346,who was the song i'll be missing you about,"Christopher ""The Notorious B.I.G."" Wallace",Notorious B.I.G.,0.6666666666666666,0.38572049140930176,61,27,53
347,who played sunshine in the movie harlem nights,Rochon,"SUNNY, SUNSHINE",0.0,0.4322245121002197,61,6,52
348,where do the chicago white sox play spring training,Camelback Ranch–Glendale,Arizona,0.0,0.25318002700805664,56,3,53
349,where does the last name haugen come from,the old Norse word haugr,Norwegian origin,0.0,0.28847670555114746,57,5,52
350,when was the last time north korea fired a missile,September 15,2022,0.0,0.34824538230895996,58,4,54
351,who played professor wilder on dawson's creek,"Kenneth Joseph ""Ken"" Marino",Mark Matkevich,0.0,0.33647656440734863,61,6,54
352,who sang can't get enough of your love baby,Barry White,Barry White,1.0,0.3357737064361572,58,5,53
353,who is nana saheb in bajirao mastani movie,Ayush Tandon,Character,0.0,0.25734376907348633,60,6,57
354,what is the color of hyperlink in html,blue,BLUE,1.0,0.25606775283813477,54,3,51
355,what is the control unit function in the cpu,"tells the computer's memory, arithmetic/logic unit and input and output devices how to respond to the instructions that have been sent to the processor",Control unit coordinates and controls CPU operations.,0.14285714285714285,0.43792724609375,62,10,52
356,who is the managing director of hdfc bank,Aditya Puri,Sashidhar Jagdishan,0.0,0.40479612350463867,61,9,52
357,how old do you have to be to run for the president of the united states,thirty-five Years,35,0.0,0.3361501693725586,62,5,59
358,when did israel adopt the star of david,"October 28, 1948",Late 19th century,0.0,0.3717842102050781,59,7,52
359,the idea that the moons development began when a large object collided with earth is called the,"The giant-impact hypothesis, sometimes called the Big Splash, or the Theia Impact",giant impact hypothesis,0.3333333333333333,0.37744879722595215,66,6,60
360,where are the ascii characters found in the utf-8 code points,The first 128 characters,They are found in the range of U+0000 to U+007F in UTF-8 code points.,0.0,0.5289440155029297,81,5,56
361,is an encoding for english alphanumeric characters as 7-bit numbers,ASCII,No,0.0,0.34975337982177734,58,3,55
362,who played lucky on king of the hill,Tom Petty,Tom Petty,1.0,0.38133883476257324,55,4,51
363,when did they start the draft for the vietnam war,"December 1, 1969",1969,0.5,0.3624136447906494,58,4,54
364,who plays the mother in a monster calls,Felicity Jones,Felicity Jones,1.0,0.39730048179626465,57,6,51
365,when does the 16 days of activism campaign start,25 November,November 25th,0.5,0.32757043838500977,59,6,53
366,when did bud lose his leg in jag,2002,"Season 7, Episode 8",0.0,0.3412899971008301,60,9,51
367,who does mary camden marry in 7th heaven,Carlos Rivera,Matt Camden,0.0,0.31712865829467773,58,4,54
368,who wrote the music for dances with wolves,John Barry Prendergast,John Barry,0.8,0.37980031967163086,55,4,51
369,who did the donkey talk to in the bible,Balaam,Balaam,1.0,0.3580951690673828,58,5,53
370,what movie has the song here comes the sun,Sgt. Pepper's Lonely Hearts Club Band,Forrest Gump,0.0,0.38361215591430664,58,6,52
371,when did the song colt 45 come out,"September 6, 2001",1990,0.0,0.3622860908508301,57,4,53
372,what is the main train station in milan,Milan Central,Milano Centrale,0.0,0.3305635452270508,57,6,51
373,who handles the money in the us government,Department of the Treasury,Department of Treasury,1.0,0.2577998638153076,56,5,51
374,when did the center of the roman empire moved from rome to constantinople,11 May 330 AD,330 AD,0.6666666666666666,0.3484361171722412,63,8,59
375,what is the day of the dead festival in mexico,"a Mexican holiday celebrated throughout Mexico, in particular the Central and South regions, and by people of Mexican ancestry living in other places, especially the United States",Mexican holiday celebrating deceased loved ones,0.13333333333333333,0.47947168350219727,62,9,53
376,will a xbox 360 game work in a xbox one,"The Xbox One gaming console has received updates from Microsoft since its launch in 2013 that enable it to play select games from its two predecessor consoles, Xbox and Xbox 360.",No,0.0,0.37253546714782715,57,3,54
377,where did they film the first twilight movie,"primarily in Portland, Oregon","Oregon and Washington, USA",0.25,0.30049800872802734,58,7,51
378,the evil queen's name in snow white,Queen Grimhilde,Queen Grimhilde,1.0,0.39015698432922363,57,6,51
379,who was the ruler of india when east india company was set up,Queen Elizabeth I,King James I,0.3333333333333333,0.32616257667541504,61,5,56
380,who is considered to be the first pope,St Peter,Saint Peter,0.5,0.3237636089324951,55,4,51
381,where does the red river begin and end,"Harmon County, Oklahoma",United States,0.0,0.39044737815856934,55,6,51
382,when did sachin tendulkar win the world cup,2011,2011,1.0,0.3124537467956543,58,4,54
383,when did beverly hills cop 2 come out,1987,1987,1.0,0.34634947776794434,58,4,54
384,which leader halted the muslim invasion of western europe at the battle of tours,Charles Martel,Charles Martel,1.0,0.3268463611602783,62,6,57
385,what is the largest state in america by size,Alaska,Alaska,1.0,0.33411097526550293,56,4,52
386,actor who plays jack in will and grace,Sean Patrick Hayes,Sean Hayes,0.8,0.3658885955810547,55,4,51
387,who was the first person to die in romeo and juliet,Mercutio,Mercutio,1.0,0.36650919914245605,62,5,57
388,who does chris griffin's voice on family guy,Seth Green,Seth Green,1.0,0.27386975288391113,59,5,54
389,how many republicans are in the senate in 2018,51,51,1.0,0.27704787254333496,58,3,55
390,who did cleveland play in the finals last year,Golden State Warriors,Lakers,0.0,0.2775099277496338,57,4,53
391,what is the joint commission and what do they do,"a United States-based nonprofit tax-exempt 501(c) organization[1] that accredits more than 21,000 US health care organizations and programs",Accrediting body for healthcare organizations,0.0909090909090909,0.38788437843322754,62,8,53
392,how many athletes does great britain have in the 2018 olympics,58,59,0.0,0.3624386787414551,62,3,59
393,who got the highest paid contract in the nba,Stephen Curry,Stephen Curry,1.0,0.28849124908447266,57,4,53
394,the south african institute of tax practitioners was constituted as,a Not for Profit professional body,Non-profit organization,0.0,0.4534645080566406,58,6,53
395,which president was the president of columbia university,Dwight D. Eisenhower,Dwight D. Eisenhower,1.0,0.4358713626861572,60,8,52
396,who played spur in man from snowy river,Kirk Douglas,Kirk Douglas,1.0,0.3675358295440674,56,5,51
397,where is xanthophyll found in a plant's cell,leaves,Chloroplast,0.0,0.3194100856781006,60,6,55
398,who pioneered the little black dress or lbd back in 1926,Coco Chanel,Coco Chanel,1.0,0.3699054718017578,62,5,57
399,who were the first to start a company to trade with india,the Portuguese Estado da Índia,Portuguese,0.4,0.335923433303833,60,5,55
400,pay scale of section officer in central secretariat,Junior Time Scale,Varies based on experience and location,0.0,0.36050987243652344,61,12,52
401,who is the actor that plays jax in sons of anarchy,Charles Matthew Hunnam,Charlie Hunnam,0.4,0.3381657600402832,61,5,56
402,who is the yankees all-time leader in pitching wins,Roger Clemens,Whitey Ford,0.0,0.35142993927001953,59,5,54
403,where did the 2010 world cup take place,South Africa,South Africa,1.0,0.3360888957977295,57,4,53
404,who plays the character dog in game of thrones,Rory McCann,Rory McCann,1.0,0.2919795513153076,59,6,53
405,the president of the united states is a member of what branch of government,the executive branch of the federal government,Executive,0.33333333333333337,0.3747215270996094,60,3,57
406,who sings the song ain't no stopping us now,McFadden & Whitehead,McFadden & Whitehead,1.0,0.3197906017303467,61,8,53
407,who drove the number 33 car in nascar,"Harold Phil Gant[1] (born January 10, 1940), better known as ""Handsome Harry""",Austin Cindric,0.0,0.4168088436126709,59,5,53
408,what kind of boat is used in the everglades,Airboats,Airboat,0.0,0.2493736743927002,58,4,54
409,why is rifling present in the bore of the barrel,for the purpose of exerting torque and thus imparting a spin to a projectile around its longitudinal axis during shooting,To stabilize the projectile in flight,0.1818181818181818,0.4072699546813965,62,24,54
410,where do the amino acids come from in protein synthesis,tRNA molecules,RNA,0.0,0.27635836601257324,56,4,53
411,who replaced ringo starr on thomas the tank engine,Michael Angelis,George Carlin,0.0,0.3408942222595215,60,7,55
412,who was the first president born a citizen of the united states,Martin Van Buren,Martin Van Buren,1.0,0.35187840461730957,61,6,55
413,who sings the song reunited and it feels so good,Peaches & Herb,Peaches & Herb,1.0,0.6125006675720215,60,7,53
414,where do the st louis cardinals do spring training,Roger Dean Stadium,"Jupiter, Florida",0.0,0.37590622901916504,59,6,53
415,when was the last time the mavericks made the playoffs,2015–16,2021,0.0,0.35550689697265625,59,4,55
416,when did the age of majority change from 21 to 18 in the uk,1970,1970,1.0,0.3682825565338135,63,4,59
417,who plays taylor on bold and the beautiful,Hunter Tylo,Hunter Tylo,1.0,0.35640645027160645,57,5,52
418,who played phil in phil of the future,Raviv Ullman,Ricky Ullman,0.5,0.37765049934387207,58,7,51
419,what is the clean up hitter in baseball,fourth player in the batting order,4th batter in the lineup,0.22222222222222224,0.42450761795043945,59,16,51
420,what is the song anything you can do from,Annie Get Your Gun,Annie Get Your Gun,1.0,0.28398680686950684,59,7,52
421,what is the most popular car in russia,the classic Lada Riva,Lada,0.5,0.3261277675628662,56,4,52
422,what was mrs howell's first name on gilligan's island,Lovey,Eunice,0.0,0.38417649269104004,63,5,58
423,who plays ruby on anne with an e,Kyla Matthews,Dalila Bela,0.0,0.36606359481811523,57,6,51
424,how many points did robert parish score in his career,"23,334","23,334",1.0,0.306013822555542,58,4,53
425,where is folic acid absorbed in the body,intestine,Small intestine,0.6666666666666666,0.2924065589904785,56,4,52
426,why did they kill off fran on mama's family,"Rue McClanahan (Aunt Fran) and Betty White (Ellen Jackson) had both gone on to star in the NBC sitcom The Golden Girls, rendering them unavailable to return",Creative decision,0.0,0.3801906108856201,57,4,53
427,what is the website for the united states postal service,www.usps.com,usps.com,0.0,0.33954620361328125,58,5,53
428,who owns the rio casino in las vegas,Caesars Entertainment Corporation,Caesars Entertainment,0.8,0.44840025901794434,57,6,51
429,who has scored the most goals in the world cup final,Geoff Hurst,Zinedine Zidane,0.0,0.317868709564209,62,4,54
430,what was the name of the last planet of the apes movie,War for the Planet of the Apes,War for the Planet of the Apes,1.0,0.39618802070617676,66,10,56
431,the condemnation of private property for public use is allowed under the state's right of,Eminent domain,eminent domain,1.0,0.3679211139678955,64,5,59
432,how long did it take pioneers on the oregon trail,about 160 days in 1849 to 140 days 10 years later,5-6 months,0.0,0.3138847351074219,60,4,54
433,what is a levite according to the bible,a Jewish male whose descent is traced by tradition to Levi,A member of the tribe of Levi who served as priests and assistants in the Tabernacle and Temple.,0.08,0.5318536758422852,75,9,52
434,how much is a table spoon in ounces,0.50 US fl oz,0.5 ounces,0.0,0.2932095527648926,57,6,51
435,what is the wimbledon runner up prize money,"£1,125,000","£900,000",0.0,0.2809767723083496,58,8,52
436,who stars in the man in the high castle,Alexa Davalos,"Alexa Davalos, Rufus Sewell, Luke Kleintank",0.5,0.46319103240966797,69,17,52
437,when was the lion the witch and the wardrobe first published,16 October 1950,1950,0.5,0.3195533752441406,58,4,54
438,this refers to an old ritual of formalizing an engagement to marry,Betrothal (also called espousal),Betrothal,0.4,0.27749037742614746,61,6,56
439,how many years is the term for a member of the house of representatives,two-year terms,2 years,0.0,0.3392302989959717,61,4,57
440,where did piss up a rope come from,a song by the band Ween in 1996 from the album 12 Golden Country Greats,"It is believed to originate from the U.S. military, with the origins unclear.",0.08695652173913043,0.44959020614624023,70,6,51
441,what is the moon festival called in chinese,Mid-Autumn Festival,Mid-Autumn Festival,1.0,0.3752727508544922,58,7,51
442,spain and portugal divide the world between them in,The Treaty of Tordesillas,Treaty of Tordesillas,1.0,0.39009690284729004,63,13,54
443,who plays the clown in american horror story season 4,John Carroll Lynch,John Carroll Lynch,1.0,0.4281635284423828,59,5,54
444,when was dragon ball z first aired in the us,"September 13, 1996",1996,0.5,0.335529088973999,57,9,53
445,who played the kangaroo in horton hears a who,Carol Burnett,Ken Daurio,0.0,0.35912108421325684,60,5,54
446,who sang the theme song to quantum of solace,Jack White,Jack White and Alicia Keys,0.5714285714285715,0.37587523460388184,60,7,53
447,where is cape verde located on the african map,570 kilometres (350 mi) west of the Cape Verde Peninsula in West Africa,Off the west coast of Africa,0.35294117647058826,0.31565070152282715,60,6,52
448,who was the song hey jude written for,"John Lennon's son, Julian",Julian Lennon,0.3333333333333333,0.3093743324279785,57,8,52
449,who said this quote ask not what your country can do for you,John F. Kennedy,John F. Kennedy,1.0,0.3345646858215332,62,6,56
450,where did helium come from the early universe,Primordial nucleosynthesis,Big Bang nucleosynthesis,0.4,0.3638887405395508,58,7,51
451,what is meant by cyst in the ovary,a fluid-filled sac within the ovary,Fluid-filled sac in the ovary,0.75,0.40384817123413086,61,9,52
452,who plays the little girl in field of dreams,Gabrielle Mary Hoffmann,Gaby Hoffmann,0.4,0.38132214546203613,58,6,52
453,who produced as long as you love me,"Rodney ""Darkchild"" Jerkins",Max Martin,0.0,0.36627864837646484,55,4,51
454,what does the speed of a lens mean,"maximum aperture diameter, or minimum f-number, of a photographic lens. A lens with a larger maximum aperture (that is, a smaller minimum f-number)",Aperture size of a lens,0.2608695652173913,0.39920997619628906,59,9,51
455,when is season 3 of star vs the forces of evil come out,"July 15, 2017",2017,0.5,0.40221118927001953,61,3,57
456,most points ever averaged in a nba season,"1,389",50.4,0.0,0.36132025718688965,57,5,52
457,where was the titanic going when it sunk,New York City,New York City,1.0,0.42217469215393066,57,5,52
458,who sings it all started with a beer,Frankie Ballard,Randy Houser,0.0,0.39641833305358887,57,6,51
459,who was the first sri lankan politician who held the office of the prime minister for four times,Ranil Wickramasinghe,Ranil Wickremasinghe,0.5,0.3394804000854492,72,10,63
460,how many games did the cowboys win last year,9,12,0.0,0.31929636001586914,56,3,53
461,where is the aqueous humor located in a cow eye,ciliary epithelium,Inside the anterior chamber of the eye,0.0,0.4137301445007324,63,9,54
462,which branch of government commands the army and navy,executive branch,Executive branch,1.0,0.26897454261779785,56,3,52
463,who played lincoln in steven spielberg's lincoln,Daniel Day-Lewis,Daniel Day-Lewis,1.0,0.4639272689819336,61,6,55
464,who plays daniel in descendants of the sun,Cho Tae-gwan,Jin Goo,0.0,0.5481166839599609,58,6,52
465,who plays leonard snart in legends of tomorrow,Wentworth Earl Miller III,Wentworth Miller,0.6666666666666666,0.30618953704833984,60,6,54
466,what was the composition of the estate general of france,clergy,"Three Estates: clergy, nobility, commoners",0.33333333333333337,0.33451008796691895,65,38,53
467,who won season one of rupaul's drag race,BeBe Zahara Benet,Bebe Zahara Benet,1.0,0.3440217971801758,62,8,54
468,who plays 15 cent in the proud family movie,Omarion,Omarion Grandberry,0.6666666666666666,0.39671921730041504,60,5,53
469,who won the gold metal for men's ice hockey in 2014,Canada,Canada,1.0,0.27429699897766113,60,3,57
470,what is the name of the pig in charlotte's web,Wilbur,Wilbur,1.0,0.3439292907714844,59,4,55
471,who sang i want to change the world,Alvin Lee,Jet,0.0,0.36126041412353516,54,4,51
472,who has won the race to liquefy helium,Heike Kamerlingh Onnes,University of Oxford,0.0,0.36780309677124023,57,7,52
473,who voices captain dog in puppy dog pals,Patrick Warburton,Harland Williams,0.0,0.3437967300415039,56,5,51
474,who is known as the father of the internet,Vinton Gray Cerf,Vinton Cerf,0.8,0.3729734420776367,58,6,52
475,when was the first speed camera introduced in the uk,1991,1992,0.0,0.33803343772888184,57,4,53
476,when is the new year day celebrated according to the indian national calendar,March 22/21,March 22nd,0.5,0.353226900100708,62,6,56
477,willy wonka and the chocolate factory 1971 cast charlie,Peter Ostrum,Peter Ostrum,1.0,0.35430049896240234,63,6,57
478,who sings the most wonderful time of the year,Andy Williams,Andy Williams,1.0,0.3905036449432373,56,4,52
479,in the kansas city style of jazz arrangements were based on,memory,12-bar blues structure,0.0,0.33483433723449707,61,7,55
480,when did they start putting vin numbers on cars,1954,1954,1.0,0.31459617614746094,56,4,52
481,where did the concept of informed consent first appear officially,a medical malpractice United States court case in 1957,Nuremberg Code,0.0,0.35239267349243164,60,7,53
482,who played roxy in the story of tracy beaker,Sophie Borja,Unknown,0.0,0.2640805244445801,58,7,55
483,when does the regular season start for the nfl 2018,"September 6, 2018","September 6, 2018",1.0,0.41962456703186035,64,9,55
484,what is the source of the yangtze river,Qinghai,The source of the Yangtze River is in the Tanggula Mountains.,0.0,0.5007131099700928,69,8,53
485,when does season 2 of spirit riding free come out,"September 8, 2017",UNKNOWN,0.0,0.25478458404541016,57,4,54
