,question,answer,model_output,f1,latency,num_tokens,completion_tokens,prompt_tokens
197,who plays shiv's ex boyfriend on succession,Ashley Zukerman,Nate plays Shiv's ex-boyfriend on Succession,0.0,1.3516530990600586,169,62,108
198,what is the population of yukon in 2017,"35,874 people","The population of Yukon in 2017 was approximately 37,370.",0.0,2.0183119773864746,219,91,111
199,when was a whiter shade of pale recorded,1967,"April 30, 1967",0.5,1.712571144104004,190,59,108
200,when did the song all by myself come out,in 1975,"The song ""All by Myself"" was released in 1975 and performed by Eric Carmen.",0.2666666666666667,1.6055855751037598,188,105,108
201,what is the meaning of region in english,"areas that are broadly divided by physical characteristics (physical geography), human impact characteristics (human geography), and the interaction of humanity and the environment (environmental geography)",A region is a specific area with common characteristics.,0.06666666666666667,1.5413312911987305,172,107,107
202,when does arrow season 6 episode 21 air,"May 3, 2018","Arrow season 6 episode 21 airs on May 3, 2018.",0.4615384615384615,1.6805071830749512,190,51,109
203,who starred in the original movie cape fear,Robert Mitchum,Robert Mitchum starred in the original movie Cape Fear.,0.4,1.2603044509887695,165,74,107
204,who is the bloke in the go compare advert,Wynne Evans,Wynne Evans,1.0,1.3215177059173584,170,61,109
205,where does a jury of her peers take place,"fictional Dickson County (representing Dickinson County, Iowa)","The story ""A Jury of Her Peers"" by Susan Glaspell takes place in a small rural town in the early 20th century.",0.0,1.8118269443511963,200,80,108
206,what language do they speak in the czech republic,Czech,CZECH,1.0,0.6390571594238281,126,61,109
207,who is el senor de los cielos based on,Amado Carrillo Fuentes,El Señor de los Cielos is based on the life of Mexican drug lord Amado Carrillo Fuentes and other real-life drug traffickers.,0.25,1.8819918632507324,218,83,111
208,what year did the drummer lose his arm,1985,1987,0.0,1.3133068084716797,169,66,107
209,where is redding california located on a map,"along the Sacramento River, 162 miles (261 kilometers) north of Sacramento, and 120 miles (190 km) south of California's northern border, shared with the state of Oregon","Redding, California is located in the northern part of California, in Shasta County, near the intersection of Interstate 5 and State Route 299.",0.21739130434782608,1.9254817962646484,195,65,108
210,when does celebs go dating series 3 start,4 September 2017,The official premiere date of Celebs Go Dating series 3 can be found on the official show website.,0.0,1.3537499904632568,184,85,109
211,what is the newest jurassic park movie called,Jurassic World: Fallen Kingdom,Jurassic World: Dominion,0.5714285714285715,2.0430328845977783,204,80,108
212,who wrote the song one wing from sparkle,R. Kelly,R. Kelly,1.0,1.992898941040039,205,79,107
213,who sang wish you were here pink floyd,David Gilmour,David Gilmour,1.0,1.5820279121398926,181,74,108
214,who won the women's 400 meter dash in the olympics,Shaunae Miller,Shaunae Miller-Uibo from the Bahamas won the women's 400 meter dash in the 2020 Olympics with a time of 48.36 seconds,0.10526315789473684,2.163566827774048,208,95,113
215,who has the most points in nba history career,LeBron James,Kareem Abdul-Jabbar,0.0,1.34403395652771,182,73,109
216,who is paige on days of our lives,True O'Brien,Paige is the daughter of Eve Donovan and Jack Deveraux on Days of Our Lives.,0.0,1.6443085670471191,204,65,108
217,bible verse if your hand causes you sin cut off,Matthew 5:30,Matthew 5:30,1.0,2.000460386276245,227,45,110
218,when did the first slender game come out,2012,The first Slender game came out in 2012.,0.25,2.0717241764068604,216,53,107
219,when do the red sox play sweet caroline,in the middle of the eighth inning,Sweet Caroline is played during the middle of the 8th inning at Red Sox games as a rally song.,0.2857142857142857,1.6640734672546387,202,88,109
220,who plays the black knight in monty python,John Cleese,John Cleese,1.0,1.8208591938018799,202,73,108
221,secreted by cells in the walls of the hearts atria,Atrial natriuretic peptide (ANP),ANP,0.4,1.4341704845428467,190,71,111
222,which nba player has scored the most points,Kareem Abdul-Jabbar,Wilt Chamberlain,0.0,2.078976631164551,241,50,108
223,who did the soviet union support in china civil war,the CCP,The Soviet Union supported the Chinese Communist Party in the Chinese Civil War.,0.0,1.3472249507904053,172,92,111
224,when was the last time a total eclipse happened,"August 21, 2017","April 8, 2024",0.0,2.447993516921997,229,78,108
225,who played the scare crow in wizard of oz,Raymond Wallace Bolger,Ray Bolger played the Scarecrow in the Wizard of Oz,0.18181818181818182,1.5946626663208008,202,47,108
226,where is the femur located on the human body,proximal (closest to the hip joint) bone of the leg,"The femur is located in the upper leg, running from the hip to the knee.",0.3157894736842105,1.5407986640930176,174,62,109
227,who said truth justice and the american way,the comic-book character Superman,Superman,0.5,1.1485464572906494,164,48,107
228,who won the first stage of the 2018 tour de france,Fernando Gaviria of Quick-Step Floors,Fernando Gaviria,0.5714285714285715,1.2351305484771729,178,71,112
229,where is kuala lumpur located on a map,3°8′N 101°41′E﻿ / ﻿3.133°N 101.683°E,"Kuala Lumpur is located in Peninsular Malaysia, Southeast Asia.",0.0,1.1728169918060303,166,80,109
230,when did falcon first appear in the mcu,in the 2014 film Captain America: The Winter Soldier,Falcon first appeared in the MCU in Captain America: The Winter Soldier in April 2014.,0.6,1.5202174186706543,182,103,109
231,when did the battle of bannockburn take place,24 June 1314,The Battle of Bannockburn took place in the year 1314.,0.18181818181818182,1.5639162063598633,199,80,110
232,who does danny end up with in just go with it,Katherine,Danny ends up with Palmer in the end,0.0,1.4209892749786377,173,94,111
233,who played tj on head of the class,Rain Pryor,Brian Robbins,0.0,1.3372390270233154,179,112,107
234,what is free trade area of the americas,agreement to eliminate or reduce the trade barriers,Not implemented,0.0,1.794724464416504,199,125,108
235,who was the first to suggest an atom existed,the ancient Greek philosophers Leucippus and his pupil Democritus,Democritus,0.2222222222222222,0.7600429058074951,135,72,108
236,what percentage of the us population is east of the mississippi,58.28%,58%,0.0,2.8086774349212646,184,88,111
237,who is gertrude bell queen of the desert,"an English writer, traveller, political officer, administrator, and archaeologist","Gertrude Bell is known as the ""Queen of the Desert"" due to her significant influence in shaping British policy in the Middle East.",0.0,2.8106634616851807,267,128,109
238,what is the name given to the rows in the periodic table,periods,periods,1.0,1.3130784034729004,179,46,111
239,who is the current director of the national park service,"Mike Reynolds, Acting Director",David Vela,0.0,1.5413093566894531,191,78,109
240,who was the first person who discovered gravitational pull,Aryabhata,ISAAC NEWTON,0.0,1.5593183040618896,169,85,108
241,can't help falling in love who wrote it,Hugo Peretti,"Hugo Peretti, Luigi Creatore, George David Weiss",0.4444444444444445,1.5782859325408936,177,197,108
242,where is finland located on a map of europe,Northern Europe,"Finland is located in Northern Europe, bordered by Sweden to the west, Norway to the north, and Russia to the east. It is situated by the Baltic Sea.",0.15384615384615385,2.509662389755249,237,63,109
243,who wrote the i had a dream speech,Martin Luther King Jr.,Martin Luther King Jr.,1.0,3.3439323902130127,287,85,107
244,who is the highest paid player in all of sports,Cristiano Ronaldo,Cristiano Ronaldo,1.0,2.254645586013794,225,85,109
245,who won the battle of charleston in the revolutionary war,the British,British won the Battle of Charleston,0.33333333333333337,1.3506138324737549,184,73,110
246,which of the following are components of the pns,nerves and ganglia outside the brain and spinal cord,"Autonomic nervous system, somatic nervous system",0.0,1.2457020282745361,174,92,109
247,who wrote the song come thou fount of every blessing,18th century pastor and hymnist Robert Robinson,Robert Robinson and John Wyeth,0.5,2.378507614135742,191,101,110
248,a series of unfortunate events season 1 episode 2,The Bad Beginning: Part Two,The Bad Beginning: Part Two follows the Baudelaire siblings as they navigate the deceitful plots of Count Olaf while trying to uncover the truth about their parents' death.,0.2857142857142857,2.271120548248291,235,99,110
249,who is the present speaker in lok sabha,Sumitra Mahajan of the Bharatiya Janata Party,The current speaker in Lok Sabha is Om Birla.,0.0,1.391237497329712,171,74,108
250,who is said be the father of volleyball,William George Morgan,William G. Morgan,0.6666666666666666,1.5330002307891846,184,74,107
251,who has the most medals in this year's winter olympics,Norway,Norway has the most medals in this year's Winter Olympics,0.19999999999999998,1.3414011001586914,178,61,112
252,when was the internet introduced in the philippines,"on March 29, 1994",Mid-1990s,0.0,1.3461101055145264,181,63,107
253,who is the heroine of quit india movement,Aruna Asaf Ali,Aruna Asaf Ali was a prominent female leader and heroine of the Quit India Movement.,0.375,1.4123802185058594,175,91,107
254,when can a med student be called doctor,Upon successful completion of medical school,After completing medical school and earning their MD or DO degree,0.23529411764705885,0.9334690570831299,143,69,107
255,who played piggy in lord of the flies,Hugh Edwards,Hugh Edwards portrayed Piggy in the 1963 film adaptation of Lord of the Flies.,0.2857142857142857,1.4519484043121338,176,65,108
256,when did disney's 101 dalmations come out,"January 25, 1961"," 101 Dalmatians was released on January 25, 1961.",0.5454545454545454,2.076117992401123,212,94,111
257,when did they stop putting cigarettes in rations,1975,1949,0.0,1.5992457866668701,172,88,108
258,when did reese's peanut butter cups first come out,1928,1928,1.0,1.3500666618347168,180,67,110
259,who does christopher walken play in the jungle book,King Louie,King Louie,1.0,1.4803051948547363,186,93,110
260,what is the name of the island of haiti and dominican republic,Hispaniola,The island is Hispaniola.,0.5,1.2400078773498535,168,63,114
261,where have the mescalero apache settled in new mexico,Mescalero Apache Reservation,"The Mescalero Apache settled in the Sacramento Mountains near Ruidoso, New Mexico.",0.30769230769230765,1.6275532245635986,195,78,110
262,where is the new texas rangers stadium being built,Arlington,"The new Texas Rangers stadium is being built in Arlington, Texas with a retractable roof.",0.14285714285714288,1.3368775844573975,174,64,109
263,where was mash 4077 supposed to be in korea,"Uijeongbu, South Korea","Uijeongbu, South Korea",1.0,1.3482835292816162,181,121,111
264,theme of the movie akeelah and the bee,overcoming obstacles despite difficult challenges along the way,"The theme of the movie ""Akeelah and the Bee"" is perseverance and overcoming challenges.",0.2222222222222222,2.9048805236816406,215,132,109
265,who has the most nba championships in nba history,Bill Russell,Bill Russell,1.0,0.9548773765563965,157,74,110
266,when will ios 10 be released for ipad mini,"September 13, 2016","iOS 10 was released for iPad Mini on September 13, 2016.",0.42857142857142855,3.723534107208252,221,113,109
267,when did north america arrive at the location it is in today,mid-Cretaceous period,Approximately 55 million years ago.,0.0,1.193113088607788,182,87,111
268,who said off with their heads in alice in wonderland,The Queen of Hearts,The Queen of Hearts,1.0,1.2273788452148438,175,76,110
269,who devised the first test for detection of arsenic in 1775,Carl Wilhelm Scheele,Johann Metzger developed the first test for detection of arsenic in 1775 using the Marsh test method.,0.0,1.8633911609649658,212,35,113
270,who plays the bad guy in looney tunes back in action,Steve Martin,Steve Martin,1.0,0.9371159076690674,163,76,111
271,when did dr seuss wrote his first book,1936,"Dr. Seuss wrote his first book, ""And to Think That I Saw It on Mulberry Street,"" in 1937.",0.0,2.308307409286499,250,147,108
272,what is the average age to die in the uk,81.2, The average age to die in the UK is 78.5 years.,0.0,1.6642518043518066,197,79,109
273,when do we use the process of centrifugation,"to separate two miscible substances, but also to analyze the hydrodynamic properties of macromolecules",Use centrifugation to separate components in a mixture based on their densities.,0.16666666666666669,1.5717689990997314,192,139,109
274,who sings the theme song for miami vice,Jan Hammer," ""Crockett's Theme"" by Jan Hammer is the theme song for Miami Vice.",0.3076923076923077,1.565826177597046,208,153,108
275,where is red dog mine located in alaska,68°04′19″N 162°52′34″W﻿ / ﻿68.071989°N 162.876044°W,"Red Dog Mine is located in the Northwest Arctic Borough of Alaska near Kotzebue, south of the De Long Mountains.",0.0,1.9922854900360107,204,99,108
276,where does the name iron maiden come from,iron maiden torture device,Iron Maiden chose their name because they thought it sounded strong and powerful.,0.23529411764705882,1.6695177555084229,193,98,107
277,where is orange county choppers located in new york,"the town of Newburgh, located in Orange County, New York","Orange County Choppers is located in Newburgh, New York",0.7777777777777778,1.3434100151062012,180,85,109
278,when did my girl by the temptations come out,"December 21, 1964",1964,0.5,1.1489143371582031,164,80,109
279,when did the first winter olympic games take place,1924,1924,1.0,1.3911688327789307,169,26,110
280,when is the raiders first game in las vegas,2020,"The Raiders' first game in Las Vegas is usually in early September, as part of their regular season schedule.",0.0,1.5744280815124512,192,204,109
281,who is chief executive of marks and spencer,Stephen Joseph Rowe,Steve Rowe is the current Chief Executive of Marks and Spencer,0.15384615384615383,1.9969682693481445,211,65,108
282,what race is aaron judge of the new york yankees,African-American,African American,0.0,1.4616575241088867,187,82,111
283,when did the secret service start guarding the president,After the 1901 assassination of President William McKinley,1902,0.0,1.338318109512329,173,67,108
284,what percent of the english language is greek,5.32%,Approximately 30% of English words have Greek origins.,0.0,2.1539275646209717,218,71,108
285,who played alice in seven brides for seven brothers,Nancy Kilgas,Jane Powell,0.0,1.164106845855713,167,80,108
286,when does the 2018 mn legislative session end,"January 7, 2019",The 2018 Minnesota legislative session ended on May 21.,0.0,1.6814885139465332,192,66,109
287,when did dallas cowboys go to the superbowl,1970,1995,0.0,1.9174911975860596,214,116,110
288,when did the last episode of code black air,"July 18, 2018","May 16, 2018",0.3333333333333333,0.8645141124725342,140,70,108
289,who plays marnie in bring it on again,Bethany Joy Lenz,Bree Turner,0.0,1.5839202404022217,176,155,109
290,when was the last time byu won utah,"November 28, 2009","September 9, 2021",0.0,1.5077509880065918,183,54,109
291,who flew to close to the sun and his wings melted,Icarus,ICARUS,1.0,1.761770248413086,201,89,110
292,when was amen first used in the bible,Numbers 5:22,Amen is first used in the Book of Deuteronomy in the Old Testament.,0.0,1.9483497142791748,208,149,107
293,who sings don't get around much anymore,Duke Ellington,Nat King Cole,0.0,1.6311347484588623,200,90,107
294,when did the battle of fort sumter happen,"April 12–13, 1861","April 12, 1861",0.6666666666666666,1.4198780059814453,181,84,108
295,tallest person in the world guinness world record,Robert Wadlow,Sultan Kösen from Turkey is the current record holder for the tallest person in the world.,0.0,2.0341718196868896,208,107,109
296,at what output is marginal product of labour the highest,at the point of diminishing returns,Output level where diminishing returns to labor start to set in,0.25000000000000006,1.7254841327667236,199,89,109
297,who sing the theme song for good times,Jim Gilstrap,Jim Gilstrap and Blinky Williams,0.5714285714285715,1.5954506397247314,192,104,107
298,what is area code 01446 in the uk,Barry,"Barry, South Glamorgan, Wales",0.4,1.3132715225219727,176,75,109
299,when is halley's comet coming around again,mid-2061,In 2062,0.0,1.5176665782928467,182,83,108
300,is tomato a fruit or vegetable us supreme court,vegetable,VEGETABLE,1.0,1.6253728866577148,196,102,108
301,who plays dean and sam dad in supernatural,Jeffrey Dean Morgan,Jeffrey Dean Morgan,1.0,0.887336015701294,146,123,107
302,the first railway line between karachi and kotri was constructed in,April 1858,1855,0.0,1.5300846099853516,203,49,112
303,when does jacob find out he's a werewolf,In the second book of the series (New Moon),Jacob finds out he's a werewolf during his first full transformation.,0.0,2.0036282539367676,205,75,110
304,who is the creator of star vs the forces of evil,Daron Nefcy,Daron Nefcy,1.0,2.4512171745300293,248,69,110
305,where does it always sunny in philadelphia take place,Philadelphia,"The show ""It's Always Sunny in Philadelphia"" takes place in a fictional neighborhood within Philadelphia.",0.14285714285714288,3.844270706176758,283,88,109
306,who is the longest reigning wwe united states champion,Lex Luger,Dean Ambrose,0.0,2.2724287509918213,217,67,109
307,when did we start the pledge of allegiance,1942,1892,0.0,1.182068109512329,152,74,107
308,total number of articles in indian constitution at present,448,470,0.0,2.0271239280700684,215,96,108
309,who teaches defense against the dark arts after snape,Amycus Carrow,Bartemius Crouch Jr. / Alastor Moody,0.0,1.6610708236694336,200,57,109
310,who does the voice for the aflac duck,Gilbert Gottfried,Gilbert Gottfried,1.0,1.1779379844665527,174,76,108
311,when was the last time celtics won nba championship,2008,The last time the Celtics won the NBA championship was in 2008.,0.19999999999999998,1.2305572032928467,173,57,111
312,when was the national world war ii memorial built,"April 29, 2004","The National World War II Memorial was built between September 4, 2001, and May 29, 2004.",0.2222222222222222,2.3093934059143066,210,83,108
313,who wrote the book of obadiah in the bible,Obadiah,The prophet Obadiah wrote the book of Obadiah in the Bible,0.2222222222222222,1.9563343524932861,214,77,110
314,who plays janine's mom on house of payne,Anne-Marie Johnson,Lela Rochon,0.0,1.4948344230651855,180,65,110
315,where was the lowest temperature ever recorded on earth,Soviet Vostok Station in Antarctica,The lowest temperature ever recorded on Earth was -128.6 degrees Fahrenheit at the Vostok Station in Antarctica.,0.4,1.8437771797180176,204,119,108
316,who wrote the strange case of dr jekyll and mr hyde,Robert Louis Stevenson,Robert Louis Stevenson,1.0,1.2970635890960693,169,25,112
317,a large collection of servers is called a(n),server farm or server cluster,Server farm,0.5714285714285715,1.128650188446045,162,52,109
318,when did the first rocket launched into space,1944,"The first rocket launched into space was the V-2 rocket by Germany on October 3, 1942.",0.0,1.8830230236053467,211,101,107
319,daniel bedingfield if you're not the one album,Gotta Get Thru This,"The album ""If you're Not the One"" by Daniel Bedingfield was released in 2002.",0.0,1.4962000846862793,180,100,111
320,when did winning colors win the kentucky derby,1988,1988,1.0,1.2676074504852295,167,80,109
321,when was the last time the la kings made the playoffs,2017–18,2018,0.0,1.1943533420562744,167,32,110
322,list three offices included in the executive office of the president,Office of Administration,"The White House Office, The Office of the Vice President, The Office of Management and Budget",0.26666666666666666,1.1625370979309082,161,65,110
323,how many national parks are there in karnataka,five,ANSWER: 6,0.0,1.2765064239501953,165,78,109
324,where was the french connection car chase filmed,"in Bensonhurst, Brooklyn roughly running under the BMT West End Line (currently the D train, then the B train) which runs on an elevated track above Stillwell Avenue, 86th Street and New Utrecht Avenue in Brooklyn, with the chase ending just north of the 62nd Street station.","Beneath the BMT West End Line in Bensonhurst, Brooklyn",0.28571428571428575,1.416308879852295,180,62,107
325,how many sports are there in the 2018 commonwealth games,19 Commonwealth sports,There were a total of 18 sports in the 2018 Commonwealth Games.,0.30769230769230765,2.757641553878784,274,90,112
326,queer eye for the straight guy catch phrase,American reality television series,Can you believe?,0.0,1.303386926651001,161,75,108
327,who won britain's got talent 2012 winner,Ashleigh and Pudsey,Ashleigh and Pudsey,1.0,1.3155500888824463,174,77,110
328,what three offices made up virginia's representative government,lieutenant governor and attorney general,"Governor, council, House of Burgesses",0.20000000000000004,0.9373660087585449,146,90,109
329,who plays the evil queen on once upon a time,Lana Maria Parrilla,Lana Parrilla,0.8,2.8681576251983643,251,61,109
330,what children's book was set in camp green lake texas,Holes,Holes by Louis Sachar,0.4,1.6488592624664307,194,65,110
331,who sings the song hey ho let's go,Ramones, The Ramones ,1.0,1.8941845893859863,210,76,108
332,when was harry potter first published in the us,1 September 1998,1998,0.5,1.54746413230896,190,74,110
333,when was oman given the official name sultanate of oman,9 August 1970,1970,0.5,1.6216528415679932,197,77,113
334,who sang backing vocals on you're so vain,Mick Jagger,James Taylor,0.0,1.1912422180175781,165,72,108
335,what episode did jim die on ghost whisperer,"""Imaginary Friends and Enemies""",Jim did not die on Ghost Whisperer,0.0,0.8348236083984375,144,150,108
336,who plays becky on the us cellular commercial,Darien Sills-Evans,Danielle Uhlarik,0.0,1.5476593971252441,189,83,108
337,where does battle of the gods fit in,during the time skip in chapter 517 of the original manga,Battle of the Gods fits between Dragon Ball Z and Dragon Ball Super.,0.09523809523809525,1.9089648723602295,209,76,107
338,what is an example of a natural climate record/proxy,ice cores,"Tree rings, ice cores, sediment cores",0.5,1.5697097778320312,192,73,110
339,where does the book of daniel take place,Babylon,The Book of Daniel takes place in Babylon during the 6th century BC.,0.16666666666666669,1.4624478816986084,187,43,108
340,who plays victoria in young and the restless,Amelia Heinle Luckinbill,Amelia Heinle,0.8,1.7905924320220947,186,159,108
341,who won the cfp national championship last year,Alabama, Alabama ,1.0,1.1275010108947754,137,39,108
342,where was last song filmed on tybee island,on the island's beach and pier,"The last song was filmed at the Tybee Pier and Pavilion on Tybee Island, Georgia",0.33333333333333337,1.5352849960327148,183,80,108
343,who led the brewers in home runs in 1982,Gorman Thomas,Gorman Thomas,1.0,1.7854557037353516,210,80,110
344,who won season 3 rupaul's drag race all stars,Trixie Mattel,Shangela,0.0,1.5184667110443115,196,72,112
345,how far is the horsehead nebula from earth,approximately 1500 light years,"1,500 light years",0.8571428571428571,1.4050893783569336,176,61,109
346,who was the song i'll be missing you about,"Christopher ""The Notorious B.I.G."" Wallace","The song ""I'll Be Missing You"" was about a tribute to Notorious B.I.G.",0.26666666666666666,1.3566923141479492,188,85,109
347,who played sunshine in the movie harlem nights,Rochon,Lela Rochon,0.6666666666666666,2.57366943359375,173,47,108
348,where do the chicago white sox play spring training,Camelback Ranch–Glendale," Camelback Ranch in Glendale, Arizona ",0.28571428571428575,1.3261773586273193,165,49,109
349,where does the last name haugen come from,the old Norse word haugr,The last name Haugen likely originated from someone who lived near a hill or mound in Norway.,0.0,1.8953733444213867,207,80,108
350,when was the last time north korea fired a missile,September 15,In 2021,0.0,1.3455307483673096,168,65,110
351,who played professor wilder on dawson's creek,"Kenneth Joseph ""Ken"" Marino",Hal Ozsan,0.0,1.4125981330871582,167,33,110
352,who sang can't get enough of your love baby,Barry White,Barry White,1.0,0.9979307651519775,147,116,109
353,who is nana saheb in bajirao mastani movie,Ayush Tandon,Nana Saheb is a prominent Maratha nobleman and the Peshwa of the Maratha Empire in the movie Bajirao Mastani.,0.0,1.9081315994262695,221,121,113
354,what is the color of hyperlink in html,blue,"The color of hyperlinks in HTML can be changed using the ""color"" property in CSS.",0.0,1.9013478755950928,200,64,107
355,what is the control unit function in the cpu,"tells the computer's memory, arithmetic/logic unit and input and output devices how to respond to the instructions that have been sent to the processor","The control unit fetches, decodes, and executes instructions in the CPU.",0.2,1.6131854057312012,181,81,108
356,who is the managing director of hdfc bank,Aditya Puri,Aditya Puri,1.0,1.450667381286621,175,68,108
357,how old do you have to be to run for the president of the united states,thirty-five Years,You have to be at least 35 years old and a natural-born citizen to run for president.,0.1111111111111111,2.326772928237915,226,110,115
358,when did israel adopt the star of david,"October 28, 1948",1948,0.5,1.4574511051177979,177,70,108
359,the idea that the moons development began when a large object collided with earth is called the,"The giant-impact hypothesis, sometimes called the Big Splash, or the Theia Impact",Giant Impact Hypothesis,0.3333333333333333,0.5398693084716797,132,16,116
360,where are the ascii characters found in the utf-8 code points,The first 128 characters,"In utf-8 encoding, ASCII characters are found in code points 0-127",0.14285714285714288,1.445401668548584,187,84,112
361,is an encoding for english alphanumeric characters as 7-bit numbers,ASCII,"No, ASCII uses 7-bit numbers to encode English alphanumeric characters",0.18181818181818182,2.026066541671753,222,76,111
362,who played lucky on king of the hill,Tom Petty,ANSWER: Tom Petty],0.8,1.1689300537109375,157,144,107
363,when did they start the draft for the vietnam war,"December 1, 1969",1965,0.0,4.183688163757324,161,78,110
364,who plays the mother in a monster calls,Felicity Jones,Sigourney Weaver,0.0,2.869389295578003,225,53,107
365,when does the 16 days of activism campaign start,25 November,November 25th to December 10th,0.28571428571428575,1.8854026794433594,195,80,109
366,when did bud lose his leg in jag,2002,"Bud lost his leg in Season 8, Episode 14 of JAG.",0.0,1.6904644966125488,194,82,107
367,who does mary camden marry in 7th heaven,Carlos Rivera,Jeff,0.0,1.320939064025879,159,73,110
368,who wrote the music for dances with wolves,John Barry Prendergast,ANSWER: John Barry,0.6666666666666666,0.9482283592224121,144,23,107
369,who did the donkey talk to in the bible,Balaam,The donkey talked to Balaam in the book of Numbers 22.,0.19999999999999998,1.695209264755249,176,59,109
370,what movie has the song here comes the sun,Sgt. Pepper's Lonely Hearts Club Band,Across the Universe,0.0,1.2275710105895996,161,85,108
371,when did the song colt 45 come out,"September 6, 2001","ANSWER: ""Colt 45"" by Afroman was released in 2000.",0.0,1.2023873329162598,165,133,109
372,what is the main train station in milan,Milan Central,Milano Centrale,0.0,1.2534644603729248,173,68,107
373,who handles the money in the us government,Department of the Treasury,The President handles the money in the US government,0.0,1.4073057174682617,179,68,107
374,when did the center of the roman empire moved from rome to constantinople,11 May 330 AD,330 AD,0.6666666666666666,1.3123517036437988,180,71,115
375,what is the day of the dead festival in mexico,"a Mexican holiday celebrated throughout Mexico, in particular the Central and South regions, and by people of Mexican ancestry living in other places, especially the United States","Day of the Dead is a Mexican holiday honoring deceased loved ones, celebrated from October 31st to November 2nd with altars, offerings, cemetery visits, and skull makeup.",0.20408163265306126,3.6787538528442383,297,87,109
376,will a xbox 360 game work in a xbox one,"The Xbox One gaming console has received updates from Microsoft since its launch in 2013 that enable it to play select games from its two predecessor consoles, Xbox and Xbox 360.","YES, if the specific Xbox 360 game is on the list of backward compatible games, it will work on Xbox One.",0.24489795918367346,2.0316669940948486,207,66,110
377,where did they film the first twilight movie,"primarily in Portland, Oregon","Forks, La Push in Washington and Portland, Oregon",0.5,1.6599493026733398,194,61,107
378,the evil queen's name in snow white,Queen Grimhilde,Evil Queen,0.5,2.2493622303009033,223,88,107
379,who was the ruler of india when east india company was set up,Queen Elizabeth I,Akbar the Great,0.0,1.3504993915557861,176,76,112
380,who is considered to be the first pope,St Peter,Saint Peter is considered to be the first pope,0.2,1.5043516159057617,174,63,107
381,where does the red river begin and end,"Harmon County, Oklahoma",The Red River begins in the Texas panhandle and ends in the Mississippi River.,0.0,1.6591088771820068,188,101,107
382,when did sachin tendulkar win the world cup,2011,Sachin Tendulkar won the World Cup in 2011.,0.25,0.90285325050354,147,88,110
383,when did beverly hills cop 2 come out,1987,1987,1.0,1.4621639251708984,177,67,110
384,which leader halted the muslim invasion of western europe at the battle of tours,Charles Martel,Charles Martel,1.0,1.6759531497955322,191,93,113
385,what is the largest state in america by size,Alaska,Alaska,1.0,1.277961015701294,160,36,108
386,actor who plays jack in will and grace,Sean Patrick Hayes,Sean Hayes,0.8,1.275738000869751,164,41,107
387,who was the first person to die in romeo and juliet,Mercutio,Mercutio,1.0,1.764117956161499,204,70,113
388,who does chris griffin's voice on family guy,Seth Green,Chris Griffin's voice on Family Guy is done by Seth Green,0.3076923076923077,1.3107194900512695,172,49,110
389,how many republicans are in the senate in 2018,51,51 Republicans,0.6666666666666666,1.968214988708496,221,74,111
390,who did cleveland play in the finals last year,Golden State Warriors,Golden State Warriors,1.0,1.3534882068634033,163,78,109
391,what is the joint commission and what do they do,"a United States-based nonprofit tax-exempt 501(c) organization[1] that accredits more than 21,000 US health care organizations and programs",The Joint Commission accredits and certifies healthcare organizations to improve quality and safety.,0.20689655172413793,2.0502490997314453,219,121,109
392,how many athletes does great britain have in the 2018 olympics,58,"66,000 athletes",0.0,1.4344258308410645,179,125,115
393,who got the highest paid contract in the nba,Stephen Curry,Russell Westbrook,0.0,1.4992296695709229,173,38,109
394,the south african institute of tax practitioners was constituted as,a Not for Profit professional body,To enhance the credibility and expertise of tax practitioners in South Africa,0.0,1.9073066711425781,202,76,109
395,which president was the president of columbia university,Dwight D. Eisenhower,Nicholas Murray Butler,0.0,1.461993932723999,179,81,108
396,who played spur in man from snowy river,Kirk Douglas,Tom Burlinson,0.0,1.5002553462982178,177,71,107
397,where is xanthophyll found in a plant's cell,leaves,Xanthophyll is found in the chloroplast of a plant cell.,0.0,1.9645028114318848,191,104,111
398,who pioneered the little black dress or lbd back in 1926,Coco Chanel,Coco Chanel,1.0,2.701655626296997,264,76,113
399,who were the first to start a company to trade with india,the Portuguese Estado da Índia,The Portuguese were the first to start a company to trade with India.,0.14285714285714288,1.3738865852355957,182,69,111
400,pay scale of section officer in central secretariat,Junior Time Scale,"According to the 7th Central Pay Commission, the pay scale for a section officer in the central secretariat is between Rs. 47,600 to Rs. 1,51,100.",0.08333333333333333,2.1092617511749268,235,184,108
401,who is the actor that plays jax in sons of anarchy,Charles Matthew Hunnam,Charlie Hunnam,0.4,1.2748780250549316,168,126,112
402,who is the yankees all-time leader in pitching wins,Roger Clemens,Whitey Ford,0.0,1.5544545650482178,187,67,110
403,where did the 2010 world cup take place,South Africa,The 2010 World Cup took place in South Africa.,0.4,1.223759651184082,170,47,109
404,who plays the character dog in game of thrones,Rory McCann,Multiple Northern Inuit dogs played the character of Dog in Game of Thrones,0.0,1.8847336769104004,203,80,109
405,the president of the united states is a member of what branch of government,the executive branch of the federal government,The president of the United States is a member of the executive branch.,0.42857142857142855,1.2564380168914795,174,78,113
406,who sings the song ain't no stopping us now,McFadden & Whitehead,McFadden & Whitehead,1.0,1.4991769790649414,180,51,109
407,who drove the number 33 car in nascar,"Harold Phil Gant[1] (born January 10, 1940), better known as ""Handsome Harry""",Harry Gant,0.14285714285714285,1.216731309890747,171,126,109
