,question,answer,model_output,f1,latency,num_tokens,completion_tokens,prompt_tokens
213,who won the women's 400 meter dash in the olympics,Shaunae Miller,I do not have real-time information. You can check the latest news updates or visit the official Olympics website for the most recent results.,0.0,0.5754916667938232,86,35,59
214,who has the most points in nba history career,LeBron James,Kareem Abdul-Jabbar,0.0,0.6741526126861572,86,21,55
215,who is paige on days of our lives,True O'Brien,"Fictional character on ""Days of Our Lives.""",0.0,1.301586627960205,143,62,54
216,bible verse if your hand causes you sin cut off,Matthew 5:30,Matthew 5:30,1.0,1.1104507446289062,122,64,56
217,when did the first slender game come out,2012,"June 26, 2012",0.5,0.6675581932067871,88,26,53
218,when do the red sox play sweet caroline,in the middle of the eighth inning,During the middle of the 8th inning at Boston Red Sox home games.,0.37499999999999994,0.6096277236938477,95,34,55
219,who plays the black knight in monty python,John Cleese,John Cleese,1.0,0.6797051429748535,79,25,54
220,secreted by cells in the walls of the hearts atria,Atrial natriuretic peptide (ANP),ANP,0.4,0.616673469543457,90,18,57
221,which nba player has scored the most points,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,1.0,0.7914173603057861,88,27,54
222,who did the soviet union support in china civil war,the CCP,Nationalist Party led by Chiang Kai-shek,0.0,1.027618169784546,110,41,57
223,when was the last time a total eclipse happened,"August 21, 2017","December 14, 2020",0.0,0.6955575942993164,87,33,54
224,who played the scare crow in wizard of oz,Raymond Wallace Bolger,Ray Bolger,0.4,0.5023694038391113,73,9,54
225,where is the femur located on the human body,proximal (closest to the hip joint) bone of the leg,"The femur is located in the thigh, commonly referred to as the upper leg.",0.2105263157894737,0.6261613368988037,72,31,55
226,who said truth justice and the american way,the comic-book character Superman,Superman,0.5,0.5582506656646729,71,29,53
227,who won the first stage of the 2018 tour de france,Fernando Gaviria of Quick-Step Floors,Fernando Gaviria,0.5714285714285715,0.7525069713592529,89,30,58
228,where is kuala lumpur located on a map,3°8′N 101°41′E﻿ / ﻿3.133°N 101.683°E,"Kuala Lumpur is located at approximately 3.1390° N, 101.6869° E.",0.0,2.0194408893585205,101,42,55
229,when did falcon first appear in the mcu,in the 2014 film Captain America: The Winter Soldier,2014,0.25,0.5870189666748047,89,31,55
230,when did the battle of bannockburn take place,24 June 1314,"June 23-24, 1314",0.6666666666666666,0.7133910655975342,88,32,56
231,who does danny end up with in just go with it,Katherine,Palmer,0.0,0.5059211254119873,80,26,57
232,who played tj on head of the class,Rain Pryor,Tannis Vallely,0.0,0.36199402809143066,63,13,53
233,what is free trade area of the americas,agreement to eliminate or reduce the trade barriers,It was never fully implemented.,0.0,1.2861433029174805,127,95,54
234,who was the first to suggest an atom existed,the ancient Greek philosophers Leucippus and his pupil Democritus,Democritus,0.2222222222222222,0.5485091209411621,79,31,54
235,what percentage of the us population is east of the mississippi,58.28%,61.27% of the US population is east of the Mississippi River.,0.0,2.1517856121063232,229,83,57
236,who is gertrude bell queen of the desert,"an English writer, traveller, political officer, administrator, and archaeologist",British explorer and diplomat.,0.16666666666666666,0.9217891693115234,115,92,55
237,what is the name given to the rows in the periodic table,periods,periods,1.0,0.5081562995910645,72,15,57
238,who is the current director of the national park service,"Mike Reynolds, Acting Director",The current director of the National Park Service is Margaret Everson.,0.15384615384615383,0.48896288871765137,68,25,55
239,who was the first person who discovered gravitational pull,Aryabhata,Isaac Newton,0.0,0.4993743896484375,77,18,54
240,can't help falling in love who wrote it,Hugo Peretti,"The song ""Can't Help Falling in Love"" was originally written by songwriter Hugo Peretti, Luigi Creatore, and George David Weiss.",0.1904761904761905,0.5902132987976074,82,26,54
241,where is finland located on a map of europe,Northern Europe,Finland is in Northern Europe.,0.5714285714285715,1.0173211097717285,102,42,55
242,who wrote the i had a dream speech,Martin Luther King Jr.,Martin Luther King Jr.,1.0,0.6023702621459961,76,38,53
243,who is the highest paid player in all of sports,Cristiano Ronaldo,Conor McGregor,0.0,0.5359227657318115,83,24,55
244,who won the battle of charleston in the revolutionary war,the British,British,1.0,0.5504231452941895,72,21,56
245,which of the following are components of the pns,nerves and ganglia outside the brain and spinal cord,"Sensory neurons, Motor neurons",0.0,1.1653406620025635,119,45,55
246,who wrote the song come thou fount of every blessing,18th century pastor and hymnist Robert Robinson,"The hymn ""Come Thou Fount of Every Blessing"" was written by Robert Robinson in 1758.",0.19047619047619047,0.5563380718231201,79,27,56
247,a series of unfortunate events season 1 episode 2,The Bad Beginning: Part Two,"Season 1, Episode 2 of ""A Series of Unfortunate Events"" is ""The Bad Beginning: Part Two"".",0.4444444444444445,3.244359254837036,259,63,56
248,who is the present speaker in lok sabha,Sumitra Mahajan of the Bharatiya Janata Party,Om Birla,0.0,0.6986382007598877,82,21,54
249,who is said be the father of volleyball,William George Morgan,William G. Morgan,0.6666666666666666,0.535651683807373,77,20,53
250,who has the most medals in this year's winter olympics,Norway,Mikaela Shiffrin,0.0,0.8864128589630127,103,57,58
251,when was the internet introduced in the philippines,"on March 29, 1994",March 1994,0.6666666666666666,0.5725011825561523,73,20,53
252,who is the heroine of quit india movement,Aruna Asaf Ali,The heroine of the Quit India Movement was Aruna Asaf Ali.,0.5,0.4167912006378174,67,14,53
253,when can a med student be called doctor,Upon successful completion of medical school,After completing medical school and earning a Doctor of Medicine (M.D.) or Doctor of Osteopathic Medicine (D.O.) degree.,0.2608695652173913,1.1990745067596436,147,61,53
254,who played piggy in lord of the flies,Hugh Edwards,"Piggy was played by Hugh Edwards in the 1963 film adaptation of ""Lord of the Flies.""",0.25,0.576378345489502,77,27,54
255,when did disney's 101 dalmations come out,"January 25, 1961",Disney's 101 Dalmatians was released in 1961.,0.2,0.47212910652160645,72,29,57
256,when did they stop putting cigarettes in rations,1975,1975,1.0,0.5850892066955566,87,19,54
257,when did reese's peanut butter cups first come out,1928,1928,1.0,0.5664682388305664,75,19,56
258,who does christopher walken play in the jungle book,King Louie,King Louie,1.0,0.7051231861114502,85,29,56
259,what is the name of the island of haiti and dominican republic,Hispaniola,Hispaniola,1.0,0.579742431640625,82,15,60
260,where have the mescalero apache settled in new mexico,Mescalero Apache Reservation,Mescalero reservation in south-central New Mexico,0.4444444444444444,0.8640158176422119,103,30,56
261,where is the new texas rangers stadium being built,Arlington,"Arlington, Texas",0.6666666666666666,0.5144252777099609,76,30,55
262,where was mash 4077 supposed to be in korea,"Uijeongbu, South Korea",South Korea,0.8,0.8170835971832275,108,51,57
263,theme of the movie akeelah and the bee,overcoming obstacles despite difficult challenges along the way,Overcoming adversity through hard work and belief in oneself.,0.125,0.7893238067626953,101,47,55
264,who has the most nba championships in nba history,Bill Russell,Boston Celtics,0.0,0.559190034866333,80,21,56
265,when will ios 10 be released for ipad mini,"September 13, 2016","September 13, 2016",1.0,0.6504378318786621,81,41,55
266,when did north america arrive at the location it is in today,mid-Cretaceous period,No specific date as North America has been in its current location for millions of years due to plate tectonics.,0.0,1.2235043048858643,129,47,57
267,who said off with their heads in alice in wonderland,The Queen of Hearts,The Queen of Hearts,1.0,0.5338883399963379,79,22,56
268,who devised the first test for detection of arsenic in 1775,Carl Wilhelm Scheele,The first test for the detection of arsenic was devised by Swedish chemist Carl Wilhelm Scheele in 1775.,0.3157894736842105,0.5296792984008789,83,23,59
269,who plays the bad guy in looney tunes back in action,Steve Martin,Steve Martin,1.0,0.5582699775695801,81,25,57
270,when did dr seuss wrote his first book,1936,1937,0.0,0.840447187423706,86,40,54
271,what is the average age to die in the uk,81.2,81,0.0,0.5186517238616943,71,95,55
272,when do we use the process of centrifugation,"to separate two miscible substances, but also to analyze the hydrodynamic properties of macromolecules",Used to separate components of a mixture based on densities.,0.27272727272727276,0.9309830665588379,110,84,55
273,who sings the theme song for miami vice,Jan Hammer,Jan Hammer,1.0,0.6451857089996338,84,27,54
274,where is red dog mine located in alaska,68°04′19″N 162°52′34″W﻿ / ﻿68.071989°N 162.876044°W,Northwest Alaska,0.0,0.760523796081543,96,40,54
275,where does the name iron maiden come from,iron maiden torture device,Medieval torture device,0.5714285714285715,1.1904270648956299,116,69,53
276,where is orange county choppers located in new york,"the town of Newburgh, located in Orange County, New York","Newburgh, New York",0.5,1.0808398723602295,76,20,55
277,when did my girl by the temptations come out,"December 21, 1964","""My Girl"" by The Temptations was released in December 1964.",0.3333333333333333,0.4576528072357178,71,29,55
278,when did the first winter olympic games take place,1924,1924,1.0,0.515711784362793,78,23,56
279,when is the raiders first game in las vegas,2020,"September 13, 2020",0.5,0.6890323162078857,88,35,55
280,who is chief executive of marks and spencer,Stephen Joseph Rowe,Steve Rowe,0.4,0.458477258682251,70,17,54
281,what race is aaron judge of the new york yankees,African-American,African American and Caucasian,0.0,0.4467482566833496,72,23,57
282,when did the secret service start guarding the president,After the 1901 assassination of President William McKinley,1901,0.25,0.5568900108337402,78,29,54
283,what percent of the english language is greek,5.32%,There are around 20% of English words derived from Greek origin.,0.0,1.0324304103851318,113,44,54
284,who played alice in seven brides for seven brothers,Nancy Kilgas,Jane Powell,0.0,0.6245360374450684,75,17,54
285,when does the 2018 mn legislative session end,"January 7, 2019","May 21, 2018",0.0,0.6015305519104004,84,27,55
286,when did dallas cowboys go to the superbowl,1970,8 times,0.0,0.8842110633850098,110,68,56
287,when did the last episode of code black air,"July 18, 2018","July 18, 2018",1.0,0.5688304901123047,80,26,54
288,who plays marnie in bring it on again,Bethany Joy Lenz,Anne Judson-Yager,0.0,0.5703589916229248,76,26,55
289,when was the last time byu won utah,"November 28, 2009","September 11, 2009",0.3333333333333333,1.072582483291626,138,35,55
290,who flew to close to the sun and his wings melted,Icarus,Icarus,1.0,0.5775487422943115,84,27,56
291,when was amen first used in the bible,Numbers 5:22,"No specific date is recorded for the first use of ""amen"" in the Bible.",0.0,1.4490928649902344,140,88,53
292,who sings don't get around much anymore,Duke Ellington,Duke Ellington,1.0,0.7248611450195312,91,60,53
293,when did the battle of fort sumter happen,"April 12–13, 1861","April 12-14, 1861",0.6666666666666666,0.679621696472168,84,26,54
294,tallest person in the world guinness world record,Robert Wadlow,Sultan Kösen - 251 cm (8 ft 2.82 in),0.0,0.9556221961975098,119,64,55
295,at what output is marginal product of labour the highest,at the point of diminishing returns,At the point where the marginal product of labor starts to decrease.,0.4,0.9743409156799316,114,69,55
296,who sing the theme song for good times,Jim Gilstrap,Jim Gilstrap and Blinky Williams,0.5714285714285715,0.5937814712524414,82,30,53
297,what is area code 01446 in the uk,Barry,Area code 01446 in the UK corresponds to the town of Barry in South Wales.,0.14285714285714288,0.43241047859191895,73,22,55
298,when is halley's comet coming around again,mid-2061,Halley's Comet is expected to return to the inner solar system in 2061.,0.0,0.5318052768707275,72,23,54
299,is tomato a fruit or vegetable us supreme court,vegetable,Tomatoes are classified as a vegetable by the US Supreme Court.,0.19999999999999998,1.8074543476104736,169,67,54
300,who plays dean and sam dad in supernatural,Jeffrey Dean Morgan,Jeffrey Dean Morgan,1.0,0.5865657329559326,78,28,53
301,the first railway line between karachi and kotri was constructed in,April 1858,1876,0.0,0.5527572631835938,74,2,58
302,when does jacob find out he's a werewolf,In the second book of the series (New Moon),NEW MOON,0.4444444444444445,0.7410526275634766,95,51,56
303,who is the creator of star vs the forces of evil,Daron Nefcy,Daron Nefcy,1.0,0.6033029556274414,81,24,56
304,where does it always sunny in philadelphia take place,Philadelphia,"South Philadelphia, Pennsylvania",0.5,1.2716128826141357,138,20,55
305,who is the longest reigning wwe united states champion,Lex Luger,Lex Luger is the longest reigning WWE United States Champion.,0.3636363636363636,0.7144622802734375,90,43,55
306,when did we start the pledge of allegiance,1942,1942,1.0,0.8049068450927734,89,64,53
307,total number of articles in indian constitution at present,448,470,0.0,0.45186376571655273,69,17,54
308,who teaches defense against the dark arts after snape,Amycus Carrow,"No official DADA teacher after Snape in ""Harry Potter and the Deathly Hallows"".",0.0,2.7074642181396484,225,71,55
309,who does the voice for the aflac duck,Gilbert Gottfried,Daniel McKeague,0.0,0.6251509189605713,77,24,54
310,when was the last time celtics won nba championship,2008,The last time the Boston Celtics won an NBA championship was in 2008.,0.18181818181818182,0.45059847831726074,73,18,57
311,when was the national world war ii memorial built,"April 29, 2004",2004,0.5,2.6221389770507812,105,27,54
312,who wrote the book of obadiah in the bible,Obadiah,The author of the Book of Obadiah is the prophet Obadiah.,0.2222222222222222,0.5451345443725586,72,25,56
313,who plays janine's mom on house of payne,Anne-Marie Johnson,The character of Janine's mom on House of Payne is played by actress Robinne Lee.,0.0,0.5081071853637695,75,20,56
314,where was the lowest temperature ever recorded on earth,Soviet Vostok Station in Antarctica,"Vostok, Antarctica",0.5714285714285715,1.062143325805664,107,53,54
315,who wrote the strange case of dr jekyll and mr hyde,Robert Louis Stevenson,Robert Louis Stevenson,1.0,0.5849757194519043,83,25,58
316,a large collection of servers is called a(n),server farm or server cluster,data center,0.0,0.45317912101745605,62,7,55
317,when did the first rocket launched into space,1944,"October 3, 1942",0.0,0.7623963356018066,87,26,53
318,daniel bedingfield if you're not the one album,Gotta Get Thru This,Gotta Get Thru This or If You're Not the One,0.6153846153846153,0.9091777801513672,116,76,57
319,when did winning colors win the kentucky derby,1988,1988,1.0,0.5522623062133789,76,79,55
320,when was the last time the la kings made the playoffs,2017–18,2020-2021 season,0.0,1.5547294616699219,154,26,56
321,list three offices included in the executive office of the president,Office of Administration,"White House Chief of Staff, National Security Advisor, Press Secretary",0.15384615384615383,0.6985428333282471,89,33,56
322,how many national parks are there in karnataka,five,1,0.0,0.49395036697387695,75,49,55
323,where was the french connection car chase filmed,"in Bensonhurst, Brooklyn roughly running under the BMT West End Line (currently the D train, then the B train) which runs on an elevated track above Stillwell Avenue, 86th Street and New Utrecht Avenue in Brooklyn, with the chase ending just north of the 62nd Street station.","Brooklyn, New York",0.0909090909090909,0.4852714538574219,74,21,53
324,how many sports are there in the 2018 commonwealth games,19 Commonwealth sports,18,0.0,0.4606192111968994,75,17,58
325,queer eye for the straight guy catch phrase,American reality television series,"""Make better!""",0.0,0.3180727958679199,58,34,54
326,who won britain's got talent 2012 winner,Ashleigh and Pudsey,The winner of Britain's Got Talent 2012 was Ashleigh and Pudsey.,0.4615384615384615,0.5094232559204102,74,19,56
327,what three offices made up virginia's representative government,lieutenant governor and attorney general,"Governor, House of Burgesses, General Assembly",0.3636363636363636,0.9144797325134277,93,36,55
328,who plays the evil queen on once upon a time,Lana Maria Parrilla,Lana Parrilla,0.8,0.5736510753631592,77,21,55
329,what children's book was set in camp green lake texas,Holes,Holes,1.0,0.6145045757293701,82,26,56
330,who sings the song hey ho let's go,Ramones,The Ramones,1.0,0.5294151306152344,76,25,54
331,when was harry potter first published in the us,1 September 1998,"September 1, 1998",1.0,0.7225792407989502,88,27,56
332,when was oman given the official name sultanate of oman,9 August 1970,1970,0.5,0.5027401447296143,78,20,59
333,who sang backing vocals on you're so vain,Mick Jagger,Mick Jagger and Carly Simon,0.5714285714285715,0.6283276081085205,82,25,54
334,what episode did jim die on ghost whisperer,"""Imaginary Friends and Enemies""","Season 4, Episode 23",0.0,0.8598947525024414,98,31,54
335,who plays becky on the us cellular commercial,Darien Sills-Evans,Emily Fedner,0.0,0.49978113174438477,75,19,54
336,where does battle of the gods fit in,during the time skip in chapter 517 of the original manga,AFTER MAJIN BUU SAGA,0.0,0.8314518928527832,103,63,53
337,what is an example of a natural climate record/proxy,ice cores,One example of a natural climate record/proxy is tree rings.,0.0,0.4288501739501953,69,13,56
338,where does the book of daniel take place,Babylon,"Babylon, Ancient Babylonian Empire",0.4,0.6384763717651367,84,16,54
339,who plays victoria in young and the restless,Amelia Heinle Luckinbill,Amelia Heinle,0.8,0.6330916881561279,83,22,54
340,who won the cfp national championship last year,Alabama, The Alabama Crimson Tide won the CFP National Championship last year.,0.19999999999999998,0.4330441951751709,67,13,54
341,where was last song filmed on tybee island,on the island's beach and pier,"TYBEE ISLAND, GEORGIA",0.0,0.6389756202697754,81,12,54
342,who led the brewers in home runs in 1982,Gorman Thomas,Gorman Thomas,1.0,0.6576511859893799,85,24,56
343,who won season 3 rupaul's drag race all stars,Trixie Mattel,Trixie Mattel,1.0,0.5653481483459473,83,28,58
344,how far is the horsehead nebula from earth,approximately 1500 light years,"1,500 light-years",0.3333333333333333,0.6386251449584961,81,25,55
345,who was the song i'll be missing you about,"Christopher ""The Notorious B.I.G."" Wallace","The song ""I'll Be Missing You"" by Puff Daddy (Sean Combs) was dedicated to The Notorious B.I.G. (Christopher Wallace) who was killed in a drive-by shooting in 1997.",0.2758620689655173,0.7902476787567139,100,64,55
346,who played sunshine in the movie harlem nights,Rochon,Sylvester Stallone,0.0,0.5327138900756836,77,28,54
347,where do the chicago white sox play spring training,Camelback Ranch–Glendale,"Camelback Ranch in Glendale, Arizona",0.28571428571428575,0.6491274833679199,85,31,55
348,where does the last name haugen come from,the old Norse word haugr,Norwegian,0.0,0.9206681251525879,105,57,54
349,when was the last time north korea fired a missile,September 15,"March 21, 2022",0.0,0.633744478225708,84,28,56
350,who played professor wilder on dawson's creek,"Kenneth Joseph ""Ken"" Marino",Oliver Hudson,0.0,0.45555901527404785,74,16,56
351,who sang can't get enough of your love baby,Barry White,Barry White,1.0,0.6099202632904053,80,25,55
352,who is nana saheb in bajirao mastani movie,Ayush Tandon,Nana Saheb does not appear in the movie Bajirao Mastani.,0.0,1.287966251373291,140,113,59
353,what is the color of hyperlink in html,blue,Blue,1.0,0.6027412414550781,81,15,53
354,what is the control unit function in the cpu,"tells the computer's memory, arithmetic/logic unit and input and output devices how to respond to the instructions that have been sent to the processor","Control unit function in the CPU is to fetch, decode, and execute instructions.",0.24242424242424246,0.9116954803466797,106,79,54
355,who is the managing director of hdfc bank,Aditya Puri,"I'm sorry, but I don't have real-time information about current individuals in specific positions at companies. I would recommend checking the official HDFC Bank website or a reliable news source for the most up-to-date information on the managing director.",0.0,0.8348817825317383,102,26,54
356,how old do you have to be to run for the president of the united states,thirty-five Years,35 years old,0.4,0.5147209167480469,85,25,61
357,when did israel adopt the star of david,"October 28, 1948",1948,0.5,0.6245949268341064,80,74,54
358,the idea that the moons development began when a large object collided with earth is called the,"The giant-impact hypothesis, sometimes called the Big Splash, or the Theia Impact",Giant Impact Hypothesis,0.3333333333333333,0.7854220867156982,94,32,62
359,where are the ascii characters found in the utf-8 code points,The first 128 characters,0 to 127,0.0,0.6216895580291748,84,25,58
360,is an encoding for english alphanumeric characters as 7-bit numbers,ASCII,No,0.0,1.2216248512268066,123,71,57
361,who played lucky on king of the hill,Tom Petty,Tom Petty,1.0,0.3656916618347168,66,18,53
362,when did they start the draft for the vietnam war,"December 1, 1969",The draft for the Vietnam War began in 1964.,0.0,0.4220426082611084,68,20,56
363,who plays the mother in a monster calls,Felicity Jones,Sigourney Weaver,0.0,0.4904289245605469,70,22,53
364,when does the 16 days of activism campaign start,25 November,November 25th,0.5,0.5989410877227783,84,47,55
365,when did bud lose his leg in jag,2002,"Bud lost his leg in Season 8, Episode 18 of JAG titled ""Each of Us Angels.""",0.0,0.5402116775512695,76,51,53
366,who does mary camden marry in 7th heaven,Carlos Rivera,Carlos Rivera,1.0,0.5770339965820312,73,17,56
367,who wrote the music for dances with wolves,John Barry Prendergast,John Barry,0.8,0.501636266708374,73,18,53
368,who did the donkey talk to in the bible,Balaam,"In the Bible, the donkey talks to the prophet Balaam in the book of Numbers, chapter 22.",0.14285714285714288,0.5854063034057617,79,179,55
369,what movie has the song here comes the sun,Sgt. Pepper's Lonely Hearts Club Band,Forrest Gump,0.0,0.5974283218383789,83,33,54
370,when did the song colt 45 come out,"September 6, 2001",2000,0.0,0.4958953857421875,79,42,55
371,what is the main train station in milan,Milan Central,Milano Centrale,0.0,0.5645389556884766,71,18,53
372,who handles the money in the us government,Department of the Treasury,The United States Department of the Treasury handles the money in the U.S. government.,0.4615384615384615,0.44502997398376465,70,14,53
373,when did the center of the roman empire moved from rome to constantinople,11 May 330 AD,330 AD,0.6666666666666666,0.5920352935791016,83,30,61
374,what is the day of the dead festival in mexico,"a Mexican holiday celebrated throughout Mexico, in particular the Central and South regions, and by people of Mexican ancestry living in other places, especially the United States",Día de los Muertos is the Day of the Dead festival in Mexico.,0.17142857142857143,0.9649264812469482,122,85,55
375,will a xbox 360 game work in a xbox one,"The Xbox One gaming console has received updates from Microsoft since its launch in 2013 that enable it to play select games from its two predecessor consoles, Xbox and Xbox 360.",No,0.0,0.45363426208496094,73,18,56
376,where did they film the first twilight movie,"primarily in Portland, Oregon",Oregon and Washington,0.28571428571428575,0.4895491600036621,72,34,53
377,the evil queen's name in snow white,Queen Grimhilde,Queen Grimhilde,1.0,0.4754519462585449,73,21,53
378,who was the ruler of india when east india company was set up,Queen Elizabeth I,Jahangir,0.0,0.8485715389251709,108,17,58
379,who is considered to be the first pope,St Peter,St. Peter is considered to be the first pope.,0.4,0.46859002113342285,64,15,53
380,where does the red river begin and end,"Harmon County, Oklahoma",Texas to Louisiana,0.0,1.1043224334716797,105,31,53
381,when did sachin tendulkar win the world cup,2011,Sachin Tendulkar won the Cricket World Cup in 2011.,0.2222222222222222,0.4462592601776123,73,23,56
382,when did beverly hills cop 2 come out,1987,"May 20, 1987",0.5,0.6865198612213135,85,29,56
383,which leader halted the muslim invasion of western europe at the battle of tours,Charles Martel,Charles Martel,1.0,2.3040883541107178,208,134,59
384,what is the largest state in america by size,Alaska,Alaska,1.0,0.4897794723510742,69,14,54
385,actor who plays jack in will and grace,Sean Patrick Hayes,Sean Hayes,0.8,0.44423627853393555,70,22,53
386,who was the first person to die in romeo and juliet,Mercutio,Mercutio,1.0,0.5189647674560547,79,24,59
387,who does chris griffin's voice on family guy,Seth Green,Seth Green,1.0,0.4788813591003418,72,22,56
388,how many republicans are in the senate in 2018,51,There are 51 Republicans in the Senate in 2018.,0.2222222222222222,0.6633310317993164,89,17,57
389,who did cleveland play in the finals last year,Golden State Warriors,Golden State Warriors,1.0,0.6547412872314453,76,15,55
390,what is the joint commission and what do they do,"a United States-based nonprofit tax-exempt 501(c) organization[1] that accredits more than 21,000 US health care organizations and programs",Accredits and certifies healthcare organizations to ensure quality and safety standards are met.,0.20000000000000004,1.0875091552734375,128,59,55
391,how many athletes does great britain have in the 2018 olympics,58,NUMBER VARIES - REFER TO OFFICIAL SOURCES,0.0,1.440277338027954,143,16,61
392,who got the highest paid contract in the nba,Stephen Curry,STEPHEN CURRY,1.0,0.622657060623169,81,69,55
393,the south african institute of tax practitioners was constituted as,a Not for Profit professional body,non-profit association,0.0,0.6251523494720459,78,81,55
394,which president was the president of columbia university,Dwight D. Eisenhower,Dwight D. Eisenhower,1.0,0.6088423728942871,82,28,54
395,who played spur in man from snowy river,Kirk Douglas,Kirk Douglas,1.0,0.5390181541442871,74,20,53
396,where is xanthophyll found in a plant's cell,leaves,chloroplasts,0.0,0.577700138092041,78,21,57
397,who pioneered the little black dress or lbd back in 1926,Coco Chanel,The little black dress was popularized by Coco Chanel in 1926.,0.33333333333333337,0.6562032699584961,74,27,59
398,who were the first to start a company to trade with india,the Portuguese Estado da Índia,Portuguese,0.4,1.037592887878418,95,32,57
399,pay scale of section officer in central secretariat,Junior Time Scale,"I am unable to provide the pay scale information for a Section Officer in the Central Secretariat as it may vary based on the specific department, location, and pay grade. However, you can find the most accurate and up-to-date information on the official website of the Government of India or by contacting the relevant department directly.",0.0392156862745098,0.9754233360290527,118,54,54
400,who is the actor that plays jax in sons of anarchy,Charles Matthew Hunnam,Charlie Hunnam,0.4,0.5216147899627686,82,24,58
401,who is the yankees all-time leader in pitching wins,Roger Clemens,Whitey Ford,0.0,0.5110764503479004,79,29,56
402,where did the 2010 world cup take place,South Africa,South Africa,1.0,0.5143265724182129,72,18,55
403,who plays the character dog in game of thrones,Rory McCann,Rory McCann,1.0,0.5239913463592529,78,22,55
404,the president of the united states is a member of what branch of government,the executive branch of the federal government,Executive branch,0.5714285714285715,0.5144932270050049,80,19,59
405,who sings the song ain't no stopping us now,McFadden & Whitehead,McFadden & Whitehead,1.0,0.5937840938568115,86,31,55
406,who drove the number 33 car in nascar,"Harold Phil Gant[1] (born January 10, 1940), better known as ""Handsome Harry""","Driver information varies over time, so please specify a specific time period if needed.",0.0,0.8025693893432617,109,40,55
407,what kind of boat is used in the everglades,Airboats,Airboat,0.0,0.8266077041625977,107,47,56
408,why is rifling present in the bore of the barrel,for the purpose of exerting torque and thus imparting a spin to a projectile around its longitudinal axis during shooting,To stabilize the flight and improve accuracy.,0.1739130434782609,2.1477439403533936,94,38,56
409,where do the amino acids come from in protein synthesis,tRNA molecules,From the diet or breakdown of proteins in the body.,0.0,2.667720079421997,85,19,55
410,who replaced ringo starr on thomas the tank engine,Michael Angelis,George Carlin,0.0,0.6270542144775391,79,24,57
411,who was the first president born a citizen of the united states,Martin Van Buren,Martin Van Buren,1.0,0.5383813381195068,80,23,57
412,who sings the song reunited and it feels so good,Peaches & Herb,Peaches & Herb,1.0,0.5670368671417236,78,22,55
413,where do the st louis cardinals do spring training,Roger Dean Stadium,"Roger Dean Stadium, Jupiter, Florida.",0.7499999999999999,0.5588064193725586,84,28,55
414,when was the last time the mavericks made the playoffs,2015–16,2019-2020 season,0.0,0.540327787399292,86,25,57
415,when did the age of majority change from 21 to 18 in the uk,1970,1969,0.0,0.7119402885437012,91,44,61
416,who plays taylor on bold and the beautiful,Hunter Tylo,Hunter Tylo,1.0,0.5511174201965332,76,22,54
417,who played phil in phil of the future,Raviv Ullman,Raviv Ullman,1.0,0.503450870513916,69,24,53
418,what is the clean up hitter in baseball,fourth player in the batting order,Fourth batter in the batting order,0.8000000000000002,1.0155532360076904,104,45,53
419,what is the song anything you can do from,Annie Get Your Gun,Annie Get Your Gun,1.0,0.5480716228485107,81,27,54
420,what is the most popular car in russia,the classic Lada Riva,Lada Granta,0.4,0.47096776962280273,74,13,54
421,what was mrs howell's first name on gilligan's island,Lovey,Eunice,0.0,0.5883235931396484,82,20,60
422,who plays ruby on anne with an e,Kyla Matthews,Kyla Matthews,1.0,0.5441572666168213,76,18,53
423,how many points did robert parish score in his career,"23,334",23334,1.0,1.3378262519836426,132,22,55
424,where is folic acid absorbed in the body,intestine,Small intestine,0.6666666666666666,1.1722865104675293,138,26,54
425,why did they kill off fran on mama's family,"Rue McClanahan (Aunt Fran) and Betty White (Ellen Jackson) had both gone on to star in the NBC sitcom The Golden Girls, rendering them unavailable to return",Actress Rue McClanahan left the show to work on other projects.,0.22857142857142856,0.9394292831420898,106,53,55
426,what is the website for the united states postal service,www.usps.com,www.usps.com,1.0,0.5155787467956543,75,22,55
427,who owns the rio casino in las vegas,Caesars Entertainment Corporation,Dreamscape Companies LLC,0.0,0.48752498626708984,73,26,53
428,who has scored the most goals in the world cup final,Geoff Hurst,PELÉ,0.0,0.8986191749572754,114,42,56
429,what was the name of the last planet of the apes movie,War for the Planet of the Apes,War for the Planet of the Apes,1.0,0.691734790802002,88,31,58
430,the condemnation of private property for public use is allowed under the state's right of,Eminent domain,eminent domain,1.0,1.184196949005127,154,9,61
431,how long did it take pioneers on the oregon trail,about 160 days in 1849 to 140 days 10 years later,4-6 months,0.0,0.72406005859375,94,36,56
432,what is a levite according to the bible,a Jewish male whose descent is traced by tradition to Levi,A Levite was a member of the tribe of Levi chosen for religious service.,0.09523809523809525,1.2004284858703613,139,100,54
433,how much is a table spoon in ounces,0.50 US fl oz,0.5,0.0,0.445188045501709,69,20,53
434,what is the wimbledon runner up prize money,"£1,125,000","£1,250,000",0.0,0.4779362678527832,77,27,54
435,who stars in the man in the high castle,Alexa Davalos,"Alexa Davalos, Rufus Sewell, and Luke Kleintank star in The Man in the High Castle.",0.2666666666666667,1.138408899307251,110,40,54
436,when was the lion the witch and the wardrobe first published,16 October 1950,"October 16, 1950",1.0,0.591763973236084,92,37,56
437,this refers to an old ritual of formalizing an engagement to marry,Betrothal (also called espousal),ENGAGEMENT RITUALS,0.0,1.5557887554168701,150,59,58
