,question,answer,model_output,f1,latency,num_tokens,completion_tokens,prompt_tokens
236,what is the name given to the rows in the periodic table,periods,Periods,1.0,0.36266446113586426,58,12,162
237,who is the current director of the national park service,"Mike Reynolds, Acting Director",UNKNOWN,0.0,0.3209807872772217,55,14,156
238,who was the first person who discovered gravitational pull,Aryabhata,Isaac Newton,0.0,0.35183215141296387,56,15,153
239,can't help falling in love who wrote it,Hugo Peretti,"Hugo Peretti, Luigi Creatore, and George David Weiss",0.4,0.44712162017822266,66,18,153
240,where is finland located on a map of europe,Northern Europe,Northern Europe,1.0,0.37193989753723145,56,12,156
241,who wrote the i had a dream speech,Martin Luther King Jr.,Martin Luther King Jr.,1.0,0.32399725914001465,57,21,150
242,who is the highest paid player in all of sports,Cristiano Ronaldo,Lionel Messi,0.0,0.3479645252227783,58,18,156
243,who won the battle of charleston in the revolutionary war,the British,British,1.0,0.3461885452270508,56,11,159
244,which of the following are components of the pns,nerves and ganglia outside the brain and spinal cord,"nerves, ganglia, sensory receptors",0.3333333333333333,0.36478447914123535,62,57,156
245,who wrote the song come thou fount of every blessing,18th century pastor and hymnist Robert Robinson,Robert Robinson,0.4444444444444445,0.39620113372802734,57,12,159
246,a series of unfortunate events season 1 episode 2,The Bad Beginning: Part Two,The Bad Beginning: Part 2,0.75,0.38556337356567383,62,24,159
247,who is the present speaker in lok sabha,Sumitra Mahajan of the Bharatiya Janata Party,Om Birla,0.0,0.26653409004211426,57,22,153
248,who is said be the father of volleyball,William George Morgan,William G. Morgan,0.6666666666666666,0.3566117286682129,56,18,150
249,who has the most medals in this year's winter olympics,Norway,not sure,0.0,0.366924524307251,59,13,165
250,when was the internet introduced in the philippines,"on March 29, 1994",1994,0.4,0.3359558582305908,54,13,150
251,who is the heroine of quit india movement,Aruna Asaf Ali,Mahatma Gandhi,0.0,0.4067549705505371,56,71,150
252,when can a med student be called doctor,Upon successful completion of medical school,"After graduating, completing residency, and earning a Doctor of Medicine (MD) degree",0.11764705882352942,0.44637203216552734,68,40,150
253,who played piggy in lord of the flies,Hugh Edwards,Hugh Edwards,1.0,0.3018198013305664,55,16,153
254,when did disney's 101 dalmations come out,"January 25, 1961",1961,0.5,0.27213621139526367,58,12,162
255,when did they stop putting cigarettes in rations,1975,1975,1.0,0.362321138381958,55,12,153
256,when did reese's peanut butter cups first come out,1928,1928,1.0,0.36229562759399414,57,12,159
257,who does christopher walken play in the jungle book,King Louie,King Louie,1.0,0.3401823043823242,58,15,159
258,what is the name of the island of haiti and dominican republic,Hispaniola,Hispaniola,1.0,0.28522706031799316,62,15,171
259,where have the mescalero apache settled in new mexico,Mescalero Apache Reservation,Mescalero Apache Reservation,1.0,0.3826308250427246,60,18,159
260,where is the new texas rangers stadium being built,Arlington,"Arlington, Texas",0.6666666666666666,0.416003942489624,59,21,156
261,where was mash 4077 supposed to be in korea,"Uijeongbu, South Korea",Uijeongbu,0.5,0.5997464656829834,60,21,162
262,theme of the movie akeelah and the bee,overcoming obstacles despite difficult challenges along the way,Perseverance,0.0,0.36947202682495117,58,29,156
263,who has the most nba championships in nba history,Bill Russell,Bill Russell,1.0,0.3355693817138672,57,12,159
264,when will ios 10 be released for ipad mini,"September 13, 2016",SEPTEMBER 2016,0.8,0.41190552711486816,60,27,156
265,when did north america arrive at the location it is in today,mid-Cretaceous period,Millions of years ago,0.0,0.38227248191833496,61,21,162
266,who said off with their heads in alice in wonderland,The Queen of Hearts,Queen of Hearts,1.0,0.3427910804748535,58,15,159
267,who devised the first test for detection of arsenic in 1775,Carl Wilhelm Scheele,Scheele and Hjelm,0.3333333333333333,0.3763151168823242,65,15,168
268,who plays the bad guy in looney tunes back in action,Steve Martin,Brendan Fraser,0.0,0.41451025009155273,60,17,162
269,when did dr seuss wrote his first book,1936,1937,0.0,0.36371731758117676,55,21,153
270,what is the average age to die in the uk,81.2,81.26 years,0.0,0.3575596809387207,58,17,156
271,when do we use the process of centrifugation,"to separate two miscible substances, but also to analyze the hydrodynamic properties of macromolecules",Separating components based on density,0.0,0.5513098239898682,76,97,156
272,who sings the theme song for miami vice,Jan Hammer,Jan Hammer,1.0,0.3438127040863037,55,12,153
273,where is red dog mine located in alaska,68°04′19″N 162°52′34″W﻿ / ﻿68.071989°N 162.876044°W,Alaska,0.0,0.25635671615600586,55,12,153
274,where does the name iron maiden come from,iron maiden torture device,Torture device,0.6666666666666666,0.7504615783691406,71,54,150
275,where is orange county choppers located in new york,"the town of Newburgh, located in Orange County, New York","Newburgh, New York",0.5,0.3849048614501953,59,17,156
276,when did my girl by the temptations come out,"December 21, 1964",1964,0.5,0.26465487480163574,56,12,156
277,when did the first winter olympic games take place,1924,1924,1.0,0.4166605472564697,57,12,159
278,when is the raiders first game in las vegas,2020,"September 21, 2020",0.5,0.33223390579223633,61,27,156
279,who is chief executive of marks and spencer,Stephen Joseph Rowe,Steve Rowe,0.4,0.31094884872436523,55,12,153
280,what race is aaron judge of the new york yankees,African-American,Black and White,0.0,0.34454941749572754,59,15,162
281,when did the secret service start guarding the president,After the 1901 assassination of President William McKinley,1901,0.25,0.2811753749847412,55,12,153
282,what percent of the english language is greek,5.32%,10%,0.0,0.3930494785308838,55,12,153
283,who played alice in seven brides for seven brothers,Nancy Kilgas,Jane Powell,0.0,0.3252899646759033,55,12,153
284,when does the 2018 mn legislative session end,"January 7, 2019","May 21, 2018",0.0,0.39890623092651367,61,27,156
285,when did dallas cowboys go to the superbowl,1970,"1966, 1970, 1971, 1975, 1977, 1978, 1992, 1993, 1995",0.19999999999999998,0.6501023769378662,89,33,159
286,when did the last episode of code black air,"July 18, 2018","July 18, 2018",1.0,0.4268968105316162,60,27,153
287,who plays marnie in bring it on again,Bethany Joy Lenz,Bree Turner,0.0,0.28969383239746094,57,17,156
288,when was the last time byu won utah,"November 28, 2009",2019,0.0,0.2611730098724365,56,12,156
289,who flew to close to the sun and his wings melted,Icarus,Icarus,1.0,0.36328959465026855,58,15,159
290,when was amen first used in the bible,Numbers 5:22,Unknown,0.0,0.3282299041748047,53,10,150
291,who sings don't get around much anymore,Duke Ellington,Duke Ellington,1.0,0.30315375328063965,56,18,150
292,when did the battle of fort sumter happen,"April 12–13, 1861",1861,0.5,0.3411672115325928,55,17,153
293,tallest person in the world guinness world record,Robert Wadlow,Sultan Kösen,0.0,0.3447856903076172,58,18,156
294,at what output is marginal product of labour the highest,at the point of diminishing returns,output level where marginal product of labor is highest,0.14285714285714285,0.38591790199279785,63,23,156
295,who sing the theme song for good times,Jim Gilstrap,The theme song for Good Times was sung by Jim Gilstrap and Blinky Williams.,0.2666666666666667,0.508204460144043,69,27,150
296,what is area code 01446 in the uk,Barry,Wales,0.0,0.34064269065856934,56,12,156
297,when is halley's comet coming around again,mid-2061,2061,0.0,0.29572296142578125,55,12,153
298,is tomato a fruit or vegetable us supreme court,vegetable,Fruit,0.0,0.3911004066467285,55,13,153
299,who plays dean and sam dad in supernatural,Jeffrey Dean Morgan,Jeffrey Dean Morgan,1.0,0.3420250415802002,56,18,150
300,the first railway line between karachi and kotri was constructed in,April 1858,1861,0.0,0.3210108280181885,59,12,165
301,when does jacob find out he's a werewolf,In the second book of the series (New Moon),"In the ""Twilight"" series by Stephenie Meyer, Jacob finds out he's a werewolf in the second book, ""New Moon"".",0.5217391304347825,0.5680041313171387,84,28,159
302,who is the creator of star vs the forces of evil,Daron Nefcy,Daron Nefcy,1.0,0.36377644538879395,60,21,159
303,where does it always sunny in philadelphia take place,Philadelphia,"Philadelphia, Pennsylvania",0.6666666666666666,0.2849748134613037,57,11,156
304,who is the longest reigning wwe united states champion,Lex Luger,Roman Reigns,0.0,0.3733491897583008,57,15,156
305,when did we start the pledge of allegiance,1942,1892,0.0,0.33507728576660156,54,12,150
306,total number of articles in indian constitution at present,448,444,0.0,0.2617630958557129,54,9,153
307,who teaches defense against the dark arts after snape,Amycus Carrow,Lupin,0.0,0.37183570861816406,57,18,156
308,who does the voice for the aflac duck,Gilbert Gottfried,Daniel McKeague,0.0,0.2819080352783203,57,18,153
309,when was the last time celtics won nba championship,2008,2008,1.0,0.3313150405883789,58,12,162
310,when was the national world war ii memorial built,"April 29, 2004",2004,0.5,0.4147522449493408,55,12,153
311,who wrote the book of obadiah in the bible,Obadiah,Obadiah,1.0,0.3382415771484375,58,15,159
312,who plays janine's mom on house of payne,Anne-Marie Johnson,Demetria McKinney,0.0,0.32447338104248047,60,18,159
313,where was the lowest temperature ever recorded on earth,Soviet Vostok Station in Antarctica,Antarctica,0.33333333333333337,0.4144468307495117,56,15,153
314,who wrote the strange case of dr jekyll and mr hyde,Robert Louis Stevenson,Robert Louis Stevenson,1.0,0.39261317253112793,60,15,165
315,a large collection of servers is called a(n),server farm or server cluster,data center,0.0,0.3611159324645996,56,12,156
316,when did the first rocket launched into space,1944,1957,0.0,0.3311018943786621,54,12,150
317,daniel bedingfield if you're not the one album,Gotta Get Thru This,Yes.,0.0,0.344541072845459,58,66,162
318,when did winning colors win the kentucky derby,1988,1988,1.0,0.343097448348999,56,12,156
319,when was the last time the la kings made the playoffs,2017–18,2020,0.0,0.3519868850708008,57,12,159
320,list three offices included in the executive office of the president,Office of Administration,"White House Chief of Staff, Office of Management and Budget, National Security Council",0.25,0.5513226985931396,70,51,159
321,how many national parks are there in karnataka,five,5,0.0,0.32701706886291504,55,9,156
322,where was the french connection car chase filmed,"in Bensonhurst, Brooklyn roughly running under the BMT West End Line (currently the D train, then the B train) which runs on an elevated track above Stillwell Avenue, 86th Street and New Utrecht Avenue in Brooklyn, with the chase ending just north of the 62nd Street station.",New York City,0.04545454545454545,0.4997138977050781,55,22,150
323,how many sports are there in the 2018 commonwealth games,19 Commonwealth sports,16,0.0,0.32631802558898926,58,9,165
324,queer eye for the straight guy catch phrase,American reality television series,"""Can you believe?""",0.0,0.3039867877960205,58,28,153
325,who won britain's got talent 2012 winner,Ashleigh and Pudsey,Ashleigh and Pudsey,1.0,0.3206479549407959,61,24,159
326,what three offices made up virginia's representative government,lieutenant governor and attorney general,"Governor, Council, House of Burgesses",0.20000000000000004,0.4056236743927002,63,33,156
327,who plays the evil queen on once upon a time,Lana Maria Parrilla,Lana Parrilla,0.8,0.35164618492126465,58,18,156
328,what children's book was set in camp green lake texas,Holes,Holes,1.0,0.33622312545776367,57,12,159
329,who sings the song hey ho let's go,Ramones,Ramones,1.0,0.31204700469970703,55,14,153
330,when was harry potter first published in the us,1 September 1998,1998,0.5,0.32683682441711426,57,12,159
331,when was oman given the official name sultanate of oman,9 August 1970,1970,0.5,0.3261086940765381,60,12,168
332,who sang backing vocals on you're so vain,Mick Jagger,Mick Jagger and Merry Clayton,0.5714285714285715,0.45148158073425293,60,24,153
333,what episode did jim die on ghost whisperer,"""Imaginary Friends and Enemies""",Jim did not die on Ghost Whisperer.,0.0,0.4011871814727783,62,57,153
334,who plays becky on the us cellular commercial,Darien Sills-Evans,Brooke Hamilton,0.0,0.29977917671203613,56,15,153
335,where does battle of the gods fit in,during the time skip in chapter 517 of the original manga,"In the Dragon Ball Z storyline, Battle of the Gods takes place before the events of Dragon Ball Super.",0.16,0.5044732093811035,73,69,150
336,what is an example of a natural climate record/proxy,ice cores,Ice cores,1.0,0.32066822052001953,57,12,159
337,where does the book of daniel take place,Babylon,Babylon and Persia,0.5,0.3780837059020996,59,19,153
338,who plays victoria in young and the restless,Amelia Heinle Luckinbill,Amelia Heinle,0.8,0.29791259765625,57,18,153
339,who won the cfp national championship last year,Alabama,Alabama,1.0,0.28318309783935547,55,9,153
340,where was last song filmed on tybee island,on the island's beach and pier,"Tybee Island, Georgia",0.0,0.30513572692871094,58,24,153
341,who led the brewers in home runs in 1982,Gorman Thomas,Gorman Thomas,1.0,0.3066239356994629,58,19,159
342,who won season 3 rupaul's drag race all stars,Trixie Mattel,Trixie Mattel,1.0,0.38142871856689453,62,21,165
343,how far is the horsehead nebula from earth,approximately 1500 light years,"1,500 light years",0.8571428571428571,0.5750455856323242,59,23,156
344,who was the song i'll be missing you about,"Christopher ""The Notorious B.I.G."" Wallace","The song ""I'll Be Missing You"" was about The Notorious B.I.G.",0.30769230769230765,0.7994444370269775,72,68,156
345,who played sunshine in the movie harlem nights,Rochon,Lela Rochon,0.6666666666666666,0.39583849906921387,57,18,153
346,where do the chicago white sox play spring training,Camelback Ranch–Glendale,Arizona,0.0,0.29828524589538574,55,9,156
347,where does the last name haugen come from,the old Norse word haugr,Norwegian origin,0.0,0.29859423637390137,56,13,153
348,when was the last time north korea fired a missile,September 15,2021,0.0,0.36432862281799316,57,12,159
349,who played professor wilder on dawson's creek,"Kenneth Joseph ""Ken"" Marino",Obi Ndefo,0.0,0.3647615909576416,60,19,159
350,who sang can't get enough of your love baby,Barry White,Barry White,1.0,0.48528075218200684,57,15,156
351,who is nana saheb in bajirao mastani movie,Ayush Tandon,A historical figure who played a significant role in the Indian Rebellion of 1857.,0.0,0.5540211200714111,75,28,168
352,what is the color of hyperlink in html,blue,blue,1.0,0.36751413345336914,53,9,150
353,what is the control unit function in the cpu,"tells the computer's memory, arithmetic/logic unit and input and output devices how to respond to the instructions that have been sent to the processor",Control unit manages and coordinates the operations of the CPU.,0.13793103448275862,0.49484825134277344,64,43,153
354,who is the managing director of hdfc bank,Aditya Puri,I do not have real-time data to provide the current managing director of HDFC Bank.,0.0,0.6023869514465332,71,9,153
355,how old do you have to be to run for the president of the united states,thirty-five Years,35 years old,0.4,0.37415409088134766,63,13,174
356,when did israel adopt the star of david,"October 28, 1948",1897,0.0,0.2884807586669922,55,18,153
357,the idea that the moons development began when a large object collided with earth is called the,"The giant-impact hypothesis, sometimes called the Big Splash, or the Theia Impact",giant impact hypothesis,0.3333333333333333,0.39297938346862793,65,18,177
358,where are the ascii characters found in the utf-8 code points,The first 128 characters,ASCII characters are found in the Unicode range from U+0000 to U+007F in UTF-8 code points.,0.1111111111111111,0.7047951221466064,82,57,165
359,is an encoding for english alphanumeric characters as 7-bit numbers,ASCII,ASCII,1.0,0.2715113162994385,57,10,162
360,who played lucky on king of the hill,Tom Petty,Tom Petty,1.0,0.33649420738220215,54,12,150
361,when did they start the draft for the vietnam war,"December 1, 1969",1969,0.5,0.3451571464538574,57,14,159
362,who plays the mother in a monster calls,Felicity Jones,"""Felicity Jones""",1.0,0.38974761962890625,57,18,150
363,when does the 16 days of activism campaign start,25 November,25 November,1.0,0.26090049743652344,56,13,156
364,when did bud lose his leg in jag,2002,"Season 2, Episode 1",0.0,0.34026122093200684,59,23,150
365,who does mary camden marry in 7th heaven,Carlos Rivera,Matt Camden,0.0,0.3013641834259033,57,11,159
366,who wrote the music for dances with wolves,John Barry Prendergast,John Barry,0.8,0.2797417640686035,54,12,150
367,who did the donkey talk to in the bible,Balaam,Balaam,1.0,0.3244662284851074,57,15,156
368,what movie has the song here comes the sun,Sgt. Pepper's Lonely Hearts Club Band,The Parent Trap,0.0,0.40380239486694336,63,22,153
369,when did the song colt 45 come out,"September 6, 2001",1992,0.0,0.27243709564208984,56,12,156
370,what is the main train station in milan,Milan Central,Milano Centrale,0.0,0.34651660919189453,56,18,150
371,who handles the money in the us government,Department of the Treasury,Department of the Treasury,1.0,0.41602635383605957,56,16,150
372,when did the center of the roman empire moved from rome to constantinople,11 May 330 AD,4th century AD,0.28571428571428575,0.36266303062438965,64,27,174
373,what is the day of the dead festival in mexico,"a Mexican holiday celebrated throughout Mexico, in particular the Central and South regions, and by people of Mexican ancestry living in other places, especially the United States",Mexican tradition honoring deceased loved ones,0.06666666666666667,0.3874948024749756,61,28,156
374,will a xbox 360 game work in a xbox one,"The Xbox One gaming console has received updates from Microsoft since its launch in 2013 that enable it to play select games from its two predecessor consoles, Xbox and Xbox 360.",No,0.0,0.35187363624572754,56,9,159
375,where did they film the first twilight movie,"primarily in Portland, Oregon","Oregon, United States",0.28571428571428575,0.35393500328063965,56,15,150
376,the evil queen's name in snow white,Queen Grimhilde,Queen Grimhilde,1.0,0.3692739009857178,56,18,150
377,who was the ruler of india when east india company was set up,Queen Elizabeth I,Queen Elizabeth I,1.0,0.3535501956939697,60,14,165
378,who is considered to be the first pope,St Peter,Saint Peter,0.5,0.29059433937072754,54,12,150
379,where does the red river begin and end,"Harmon County, Oklahoma",United States,0.0,0.311206579208374,54,43,150
380,when did sachin tendulkar win the world cup,2011,Never,0.0,0.3414342403411865,56,16,159
381,when did beverly hills cop 2 come out,1987,1987,1.0,0.2891533374786377,57,12,159
382,which leader halted the muslim invasion of western europe at the battle of tours,Charles Martel,Charles Martel,1.0,0.3254683017730713,61,15,168
383,what is the largest state in america by size,Alaska,Alaska,1.0,0.290053129196167,55,12,153
384,actor who plays jack in will and grace,Sean Patrick Hayes,Sean Hayes,0.8,0.32517528533935547,54,12,150
385,who was the first person to die in romeo and juliet,Mercutio,Mercutio,1.0,0.3623008728027344,61,15,168
386,who does chris griffin's voice on family guy,Seth Green,Seth Green,1.0,0.36666321754455566,58,15,159
387,how many republicans are in the senate in 2018,51,51,1.0,0.2790985107421875,57,9,162
388,who did cleveland play in the finals last year,Golden State Warriors,Los Angeles Lakers,0.0,0.40123724937438965,57,15,156
389,what is the joint commission and what do they do,"a United States-based nonprofit tax-exempt 501(c) organization[1] that accredits more than 21,000 US health care organizations and programs",Accrediting organization for healthcare facilities,0.0,0.40873169898986816,61,69,156
390,how many athletes does great britain have in the 2018 olympics,58,126,0.0,0.34584975242614746,61,9,174
391,who got the highest paid contract in the nba,Stephen Curry,Stephen Curry,1.0,0.37552833557128906,56,12,156
392,the south african institute of tax practitioners was constituted as,a Not for Profit professional body,Tax practitioner body,0.25,0.36744070053100586,57,19,156
393,which president was the president of columbia university,Dwight D. Eisenhower,Dwight D. Eisenhower,1.0,0.41136789321899414,59,21,153
394,who played spur in man from snowy river,Kirk Douglas,Kirk Douglas,1.0,0.35901427268981934,55,15,150
395,where is xanthophyll found in a plant's cell,leaves,Chloroplasts,0.0,0.3764688968658447,60,17,162
396,who pioneered the little black dress or lbd back in 1926,Coco Chanel,Coco Chanel,1.0,0.3542442321777344,61,15,168
397,who were the first to start a company to trade with india,the Portuguese Estado da Índia,Portuguese,0.4,0.3481779098510742,59,16,162
398,pay scale of section officer in central secretariat,Junior Time Scale,Varies based on experience and qualifications,0.0,0.4029514789581299,60,28,153
399,who is the actor that plays jax in sons of anarchy,Charles Matthew Hunnam,Charlie Hunnam,0.4,0.3783304691314697,60,15,165
400,who is the yankees all-time leader in pitching wins,Roger Clemens,Whitey Ford,0.0,0.26153063774108887,58,15,159
401,where did the 2010 world cup take place,South Africa,South Africa,1.0,0.37163329124450684,56,12,156
402,who plays the character dog in game of thrones,Rory McCann,Rory McCann,1.0,0.42894744873046875,58,18,156
403,the president of the united states is a member of what branch of government,the executive branch of the federal government,executive,0.33333333333333337,0.3369426727294922,60,12,168
404,who sings the song ain't no stopping us now,McFadden & Whitehead,McFadden & Whitehead,1.0,0.3296232223510742,60,24,156
405,who drove the number 33 car in nascar,"Harold Phil Gant[1] (born January 10, 1940), better known as ""Handsome Harry""",Bobby Labonte,0.0,0.3337867259979248,58,16,156
406,what kind of boat is used in the everglades,Airboats,Airboat,0.0,0.3354530334472656,57,12,159
407,why is rifling present in the bore of the barrel,for the purpose of exerting torque and thus imparting a spin to a projectile around its longitudinal axis during shooting,Improved accuracy,0.0,0.34038424491882324,57,17,159
408,where do the amino acids come from in protein synthesis,tRNA molecules,Diet or synthesis,0.0,0.49845218658447266,75,25,156
409,who replaced ringo starr on thomas the tank engine,Michael Angelis,George Carlin,0.0,0.42710304260253906,59,15,162
410,who was the first president born a citizen of the united states,Martin Van Buren,Martin Van Buren,1.0,0.4066596031188965,60,18,162
411,who sings the song reunited and it feels so good,Peaches & Herb,Peaches & Herb,1.0,0.28467249870300293,59,21,156
412,where do the st louis cardinals do spring training,Roger Dean Stadium,"Jupiter, Florida",0.0,0.30814123153686523,58,15,156
413,when was the last time the mavericks made the playoffs,2015–16,2021,0.0,0.28821253776550293,58,12,162
414,when did the age of majority change from 21 to 18 in the uk,1970,1969,0.0,0.3621861934661865,62,27,174
415,who plays taylor on bold and the beautiful,Hunter Tylo,Hunter Tylo,1.0,0.37102556228637695,56,15,153
416,who played phil in phil of the future,Raviv Ullman,Ricky Ullman,0.5,0.4036579132080078,57,22,150
417,what is the clean up hitter in baseball,fourth player in the batting order,4th batter in the lineup,0.22222222222222224,0.36862993240356445,58,57,150
418,what is the song anything you can do from,Annie Get Your Gun,Annie Get Your Gun,1.0,0.325563907623291,58,21,153
419,what is the most popular car in russia,the classic Lada Riva,Lada Vesta,0.4,0.42906808853149414,57,12,153
420,what was mrs howell's first name on gilligan's island,Lovey,Eunice,0.0,0.3389732837677002,62,15,171
421,who plays ruby on anne with an e,Kyla Matthews,Dalila Bela,0.0,0.3233788013458252,56,18,150
422,how many points did robert parish score in his career,"23,334",232713,0.0,0.33254265785217285,56,12,156
423,where is folic acid absorbed in the body,intestine,Small intestine,0.6666666666666666,0.2658200263977051,55,12,153
424,why did they kill off fran on mama's family,"Rue McClanahan (Aunt Fran) and Betty White (Ellen Jackson) had both gone on to star in the NBC sitcom The Golden Girls, rendering them unavailable to return",Creative decision,0.0,0.32398152351379395,56,12,156
425,what is the website for the united states postal service,www.usps.com,usps.com,0.0,0.3309214115142822,57,24,156
426,who owns the rio casino in las vegas,Caesars Entertainment Corporation,Caesars Entertainment,0.8,0.3996248245239258,56,26,150
427,who has scored the most goals in the world cup final,Geoff Hurst,Pelé,0.0,0.3496212959289551,57,14,159
428,what was the name of the last planet of the apes movie,War for the Planet of the Apes,War for the Planet of the Apes,1.0,0.4370720386505127,65,30,165
429,the condemnation of private property for public use is allowed under the state's right of,Eminent domain,eminent domain,1.0,0.34262609481811523,63,15,174
430,how long did it take pioneers on the oregon trail,about 160 days in 1849 to 140 days 10 years later,6 months,0.0,0.424788236618042,57,12,159
431,what is a levite according to the bible,a Jewish male whose descent is traced by tradition to Levi,"Descendant of Levi, one of the twelve tribes of Israel",0.10526315789473685,0.4864828586578369,65,73,153
432,how much is a table spoon in ounces,0.50 US fl oz,0.5 oz,0.3333333333333333,0.3559443950653076,56,18,150
433,what is the wimbledon runner up prize money,"£1,125,000",$1.5 million,0.0,0.45613813400268555,58,22,153
434,who stars in the man in the high castle,Alexa Davalos,"Various actors such as Alexa Davalos, Rufus Sewell, Joel de la Fuente, and Chelah Horsdal.",0.23529411764705882,0.5826258659362793,80,56,153
435,when was the lion the witch and the wardrobe first published,16 October 1950,1950,0.5,0.25562238693237305,57,12,159
436,this refers to an old ritual of formalizing an engagement to marry,Betrothal (also called espousal),betrothal,0.4,0.4607198238372803,60,15,165
437,how many years is the term for a member of the house of representatives,two-year terms,2 years,0.0,0.3338589668273926,60,12,168
438,where did piss up a rope come from,a song by the band Ween in 1996 from the album 12 Golden Country Greats,Unknown,0.0,0.3334939479827881,53,10,150
439,what is the moon festival called in chinese,Mid-Autumn Festival,Mid-Autumn Festival,1.0,0.40392327308654785,57,21,150
440,spain and portugal divide the world between them in,The Treaty of Tordesillas,1494,0.0,0.3912537097930908,57,21,159
441,who plays the clown in american horror story season 4,John Carroll Lynch,John Carroll Lynch,1.0,0.4178183078765869,58,16,159
442,when was dragon ball z first aired in the us,"September 13, 1996",1996,0.5,0.34055495262145996,56,12,156
443,who played the kangaroo in horton hears a who,Carol Burnett,Carol Burnett,1.0,0.3354613780975342,57,15,159
444,who sang the theme song to quantum of solace,Jack White,Jack White and Alicia Keys,0.5714285714285715,0.31200718879699707,59,21,156
445,where is cape verde located on the african map,570 kilometres (350 mi) west of the Cape Verde Peninsula in West Africa,West Africa,0.2857142857142857,0.3151857852935791,55,24,153
446,who was the song hey jude written for,"John Lennon's son, Julian","John Lennon's son, Julian",1.0,0.3509659767150879,59,18,153
447,who said this quote ask not what your country can do for you,John F. Kennedy,John F. Kennedy,1.0,0.3190147876739502,61,18,165
448,where did helium come from the early universe,Primordial nucleosynthesis,Big Bang nucleosynthesis,0.4,0.4259955883026123,57,44,150
449,what is meant by cyst in the ovary,a fluid-filled sac within the ovary,fluid-filled sac in the ovary,0.75,0.3758664131164551,60,27,153
450,who plays the little girl in field of dreams,Gabrielle Mary Hoffmann,Gaby Hoffmann,0.4,0.42538905143737793,57,18,153
451,who produced as long as you love me,"Rodney ""Darkchild"" Jerkins",Darkchild,0.5,0.3327362537384033,54,14,150
452,what does the speed of a lens mean,"maximum aperture diameter, or minimum f-number, of a photographic lens. A lens with a larger maximum aperture (that is, a smaller minimum f-number)","The speed of a lens refers to its maximum aperture, which affects how much light it can gather at a given focal length.",0.20512820512820512,0.6785233020782471,77,56,150
453,when is season 3 of star vs the forces of evil come out,"July 15, 2017",No official release date has been announced for Season 3 of Star vs. the Forces of Evil.,0.0,0.8324668407440186,78,29,168
454,most points ever averaged in a nba season,"1,389",50.4,0.0,0.7379274368286133,85,33,153
455,where was the titanic going when it sunk,New York City,New York City,1.0,0.3486771583557129,56,30,153
456,who sings it all started with a beer,Frankie Ballard,A Song by Frankie Ballard,0.6666666666666666,0.363173246383667,57,25,150
457,who was the first sri lankan politician who held the office of the prime minister for four times,Ranil Wickramasinghe,Ranil Wickremesinghe,0.5,0.38329195976257324,72,28,186
458,how many games did the cowboys win last year,9,12,0.0,0.5461733341217041,55,9,156
459,where is the aqueous humor located in a cow eye,ciliary epithelium,Anterior chamber of the eye,0.0,0.3539581298828125,61,23,159
460,which branch of government commands the army and navy,executive branch,Executive branch,1.0,0.3350403308868408,55,12,153
461,who played lincoln in steven spielberg's lincoln,Daniel Day-Lewis,Daniel Day-Lewis,1.0,0.3957550525665283,60,18,162
462,who plays daniel in descendants of the sun,Cho Tae-gwan,Song Joong-ki,0.0,0.32530784606933594,58,19,153
463,who plays leonard snart in legends of tomorrow,Wentworth Earl Miller III,Wentworth Miller,0.6666666666666666,0.43876194953918457,59,18,159
464,what was the composition of the estate general of france,clergy,"Three estates: clergy, nobility, commoners (Third Estate)",0.25,0.4763627052307129,68,36,156
465,who won season one of rupaul's drag race,BeBe Zahara Benet,Bebe Zahara Benet,1.0,0.349048376083374,61,24,159
466,who plays 15 cent in the proud family movie,Omarion,Al Shearer,0.0,0.376340389251709,57,15,156
467,who won the gold metal for men's ice hockey in 2014,Canada,Canada,1.0,0.3386967182159424,59,9,168
468,what is the name of the pig in charlotte's web,Wilbur,Wilbur,1.0,0.2710731029510498,58,12,162
469,who sang i want to change the world,Alvin Lee,Jetta,0.0,0.42413926124572754,54,10,150
470,who has won the race to liquefy helium,Heike Kamerlingh Onnes,University of Amsterdam researchers,0.0,0.3154120445251465,57,26,153
471,who voices captain dog in puppy dog pals,Patrick Warburton,Huey Lewis,0.0,0.3255589008331299,56,16,150
472,who is known as the father of the internet,Vinton Gray Cerf,Vint Cerf,0.4,0.4399595260620117,57,18,153
473,when was the first speed camera introduced in the uk,1991,1992,0.0,0.30536746978759766,56,22,156
474,when is the new year day celebrated according to the indian national calendar,March 22/21,March 22nd in a normal year and March 21st in a leap year,0.15384615384615385,0.48879098892211914,74,34,165
475,willy wonka and the chocolate factory 1971 cast charlie,Peter Ostrum,Peter Ostrum,1.0,0.3706974983215332,62,18,168
476,who sings the most wonderful time of the year,Andy Williams,Andy Williams,1.0,0.2651100158691406,55,12,153
477,in the kansas city style of jazz arrangements were based on,memory,blues progressions and melodies,0.0,0.3725872039794922,62,23,162
478,when did they start putting vin numbers on cars,1954,1954,1.0,0.33246803283691406,55,12,153
479,where did the concept of informed consent first appear officially,a medical malpractice United States court case in 1957,Nuremberg Code,0.0,0.29647254943847656,59,21,156
480,who played roxy in the story of tracy beaker,Sophie Borja,Lizzie Roper,0.0,0.2969088554382324,60,14,162
481,when does the regular season start for the nfl 2018,"September 6, 2018","September 6, 2018",1.0,0.32967710494995117,63,27,162
